FILEID,STUSAB,SUMLEVEL,COMPONENT,LOGRECNO,US,REGION,DIVISION,STATECE,STATE,COUNTY,COUSUB,PLACE,TRACT,BLKGRP,CONCIT,AIANHH,AIANHHFP,AIHHTLI,AITSCE,AITS,ANRC,CBSA,CSA,METDIV,MACC,MEMI,NECTA,CNECTA,NECTADIV,UA,BLANK,CDCURR,SLDU,SLDL,BLANK,BLANK,ZCTA5,SUBMCD,SDELM,SDSEC,SDUNI,UR,PCI,BLANK,BLANK,PUMA5,BLANK,GEOID,NAME,BTTR,BTBG,BLANK
ACSSF,WA,970,0,129,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,97000US5300380,"Battle Ground School District, Washington",,,
ACSSF,WA,970,0,130,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,97000US5300390,"Bellevue School District, Washington",,,
ACSSF,WA,970,0,131,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,97000US5300420,"Bellingham School District, Washington",,,
ACSSF,WA,970,0,132,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,97000US5300480,"Bethel School District, Washington",,,
ACSSF,WA,970,0,133,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,,97000US5301080,"Central Kitsap School District, Washington",,,
ACSSF,WA,970,0,134,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,,,,,,,97000US5301110,"Central Valley School District, Washington",,,
ACSSF,WA,970,0,135,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,,,,,,,97000US5301410,"Clover Park School District, Washington",,,
ACSSF,WA,970,0,136,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,97000US5302400,"Edmonds School District, Washington",,,
ACSSF,WA,970,0,137,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,,,,,,,97000US5302670,"Everett School District, Washington",,,
ACSSF,WA,970,0,138,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,97000US5302700,"Evergreen School District (Clark), Washington",,,
ACSSF,WA,970,0,139,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2820,,,,,,,97000US5302820,"Federal Way School District, Washington",,,
ACSSF,WA,970,0,140,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540,,,,,,,97000US5303540,"Highline School District, Washington",,,
ACSSF,WA,970,0,141,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,,,,97000US5303750,"Issaquah School District, Washington",,,
ACSSF,WA,970,0,142,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3930,,,,,,,97000US5303930,"Kennewick School District, Washington",,,
ACSSF,WA,970,0,143,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960,,,,,,,97000US5303960,"Kent School District, Washington",,,
ACSSF,WA,970,0,144,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230,,,,,,,97000US5304230,"Lake Washington School District, Washington",,,
ACSSF,WA,970,0,145,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4860,,,,,,,97000US5304860,"Marysville School District, Washington",,,
ACSSF,WA,970,0,146,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430,,,,,,,97000US5305430,"Mukilteo School District, Washington",,,
ACSSF,WA,970,0,147,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5850,,,,,,,97000US5305850,"North Thurston Public Schools, Washington",,,
ACSSF,WA,970,0,148,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,,,,,,,97000US5305910,"Northshore School District, Washington",,,
ACSSF,WA,970,0,149,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6570,,,,,,,97000US5306570,"Pasco School District, Washington",,,
ACSSF,WA,970,0,150,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6690,,,,,,,97000US5306690,"Peninsula School District, Washington",,,
ACSSF,WA,970,0,151,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960,,,,,,,97000US5306960,"Puyallup School District, Washington",,,
ACSSF,WA,970,0,152,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,,,,,,,97000US5307230,"Renton School District, Washington",,,
ACSSF,WA,970,0,153,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320,,,,,,,97000US5307320,"Richland School District, Washington",,,
ACSSF,WA,970,0,154,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7710,,,,,,,97000US5307710,"Seattle School District, Washington",,,
ACSSF,WA,970,0,155,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7920,,,,,,,97000US5307920,"Shoreline School District, Washington",,,
ACSSF,WA,970,0,156,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8250,,,,,,,97000US5308250,"Spokane Public Schools, Washington",,,
ACSSF,WA,970,0,157,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700,,,,,,,97000US5308700,"Tacoma Public Schools, Washington",,,
ACSSF,WA,970,0,158,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9270,,,,,,,97000US5309270,"Vancouver Public Schools, Washington",,,
