,RegionID,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
48,3102,Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119,49,119400.0,119700.0,119900.0,120100.0,120400.0,120600.0,120800.0,121000.0,121400.0,121800.0,122200.0,122600.0,123200.0,123700.0,124200.0,124600.0,124900.0,125100.0,125200.0,125300.0,125400.0,125600.0,125900.0,126400.0,127000.0,127700.0,128500.0,129300.0,130000.0,130700.0,131300.0,131800.0,132300.0,132700.0,133100.0,133400.0,133600.0,133900.0,134200.0,134600.0,135000.0,135500.0,136100.0,136800.0,137600.0,138300.0,139000.0,139500.0,139900.0,140100.0,140400.0,140700.0,141000.0,141300.0,141700.0,142100.0,142400.0,142800.0,143000.0,143300.0,143500.0,143800.0,144000.0,144300.0,144500.0,144700.0,144900.0,145000.0,145000.0,145100.0,145300.0,145400.0,145500.0,145600.0,145600.0,145600.0,145700.0,145800.0,146000.0,146200.0,146500.0,146700.0,146800.0,146900.0,147000.0,147100.0,147200.0,147300.0,147400.0,147600.0,147800.0,148000.0,148300.0,148600.0,149000.0,149300.0,149500.0,149900.0,150200.0,150500.0,150800.0,151200.0,151500.0,151800.0,152200.0,152700.0,153100.0,153500.0,154000.0,154400.0,154900.0,155500.0,156100.0,156800.0,157600.0,158300.0,159100.0,159900.0,160700.0,161500.0,162400.0,163300.0,164300.0,165400.0,166400.0,167500.0,168400.0,169200.0,170100.0,171000.0,171900.0,172800.0,173600.0,174500.0,175300.0,176100.0,176900.0,177400.0,177600.0,177600.0,177400.0,177400.0,177200.0,176900.0,176400.0,175900.0,175000.0,174100.0,173000.0,171900.0,170800.0,169800.0,169000.0,168300.0,167500.0,166300.0,164800.0,163200.0,161500.0,160400.0,159800.0,159500.0,159200.0,159100.0,159300.0,158400.0,157800.0,157900.0,158100.0,157500.0,157400.0,156800.0,155800.0,154700.0,154200.0,153400.0,151900.0,150300.0,148900.0,147400.0,146400.0,145900.0,145100.0,144000.0,143200.0,142600.0,142100.0,141800.0,141500.0,141700.0,141900.0,141900.0,141800.0,142500.0,143500.0,144400.0,145000.0,145500.0,145800.0,145800.0,146200.0,146700.0,147600.0,148800.0,149900.0,151100.0,152500.0,153800.0,155000.0,156100.0,157200.0,158100.0,159100.0,160100.0,160900.0,161700.0,162400.0,163200.0,163700.0,164200.0,164600.0,165200.0,165600.0,166100.0,167000.0,168000.0,169000.0,170200.0,171400.0,171900.0,172400.0,173700.0,175000.0,175700.0,176300.0,177000.0,177800.0,178600,179700,181100,183100,184800,185900,187000,188600,190300,192200,194200,196200,197800,199100,200200,201900,204000,206000,207800,209800,212100,214300,216700,218700,221300,224300,226300,227200,227900,228600,229500,230500,231800,233700,235800,238000,240200,241600,241900,241500,241000,241300,242200,243000
55,324,Wake County,NC,Raleigh,37,183,56,163100.0,162200.0,160900.0,159300.0,157900.0,156800.0,156200.0,156300.0,157000.0,158300.0,159700.0,160900.0,161900.0,162500.0,162600.0,162100.0,161100.0,159500.0,157300.0,154500.0,151400.0,148500.0,146100.0,144400.0,143600.0,143900.0,145000.0,146900.0,149100.0,151300.0,153200.0,154500.0,155200.0,155400.0,155500.0,155800.0,156400.0,157200.0,158200.0,159200.0,160200.0,161000.0,161700.0,162400.0,163200.0,164100.0,164900.0,165400.0,165800.0,166100.0,166400.0,166700.0,166900.0,167100.0,167300.0,167400.0,167500.0,167600.0,167800.0,168100.0,168400.0,168700.0,169000.0,169400.0,169800.0,170300.0,170900.0,171400.0,171900.0,172300.0,172700.0,172900.0,172900.0,172800.0,172800.0,172900.0,173200.0,173700.0,174400.0,175200.0,176000.0,176400.0,176500.0,176600.0,176900.0,177200.0,177600.0,177900.0,178300.0,178600.0,179000.0,179400.0,179900.0,180400.0,181000.0,181800.0,182600.0,183500.0,184300.0,185100.0,185800.0,186600.0,187500.0,188500.0,189500.0,190600.0,191900.0,193100.0,194200.0,195300.0,196500.0,197800.0,199000.0,200200.0,201400.0,202600.0,203800.0,205200.0,206500.0,207800.0,208900.0,210000.0,211000.0,212100.0,213300.0,214600.0,215900.0,217100.0,218400.0,219700.0,220800.0,221900.0,222900.0,224000.0,225000.0,225900.0,226800.0,227300.0,227600.0,227600.0,227400.0,227300.0,227100.0,226800.0,226700.0,226500.0,226300.0,225800.0,224900.0,224000.0,223300.0,222700.0,222200.0,221900.0,221400.0,220500.0,219500.0,218300.0,217300.0,216500.0,216000.0,215700.0,215400.0,215300.0,215200.0,214900.0,214800.0,215000.0,215200.0,214900.0,214300.0,213600.0,212400.0,211100.0,210200.0,209600.0,208500.0,207900.0,207400.0,206300.0,204900.0,203800.0,203000.0,202300.0,202000.0,201700.0,200900.0,200100.0,199900.0,199800.0,199800.0,200600.0,201500.0,202200.0,202500.0,202600.0,202800.0,203400.0,204300.0,205200.0,206000.0,206500.0,207100.0,207900.0,208800.0,209900.0,211300.0,212700.0,214000.0,215100.0,216300.0,217200.0,217700.0,218200.0,219100.0,220100.0,221100.0,222000.0,222800.0,223500.0,224000.0,224300.0,225000.0,226300.0,227700.0,228600.0,229000.0,229500.0,230300.0,231100.0,232000.0,233300.0,234900.0,236500.0,237700.0,238700.0,240200.0,241800,242800,243500,244800,246200,247800,249500,251400,253400,255400,256800,258000,259500,261400,263000,264200,265600,267000,268100,268800,269800,271000,271900,272400,273500,275200,276500,277400,278900,280500,281900,283200,284200,285000,286400,288600,291000,292500,293200,293800,294300,294300,294700,295200
134,2312,Guilford County,NC,Greensboro-High Point,37,081,135,106100.0,104000.0,101800.0,99700.0,97800.0,96300.0,95200.0,94500.0,94200.0,94100.0,94400.0,94900.0,95400.0,96000.0,96500.0,96800.0,97100.0,97300.0,97400.0,97200.0,96600.0,95600.0,94700.0,94000.0,93700.0,94000.0,94800.0,95900.0,97100.0,98200.0,99200.0,99900.0,100400.0,100700.0,101000.0,101300.0,101800.0,102300.0,103100.0,104000.0,105100.0,106100.0,107000.0,107900.0,108500.0,109100.0,109600.0,110200.0,110700.0,111100.0,111400.0,111600.0,111700.0,111800.0,111800.0,111900.0,112100.0,112100.0,112200.0,112200.0,112100.0,111900.0,111700.0,111700.0,111700.0,111900.0,112200.0,112600.0,113000.0,113400.0,113800.0,114300.0,114700.0,115100.0,115300.0,115500.0,115700.0,115900.0,116000.0,116200.0,116400.0,116700.0,117000.0,117200.0,117400.0,117700.0,117900.0,118100.0,118300.0,118600.0,118900.0,119300.0,119700.0,120000.0,120400.0,120800.0,121300.0,121800.0,122300.0,122800.0,123100.0,123400.0,123500.0,123700.0,123800.0,124100.0,124300.0,124700.0,125000.0,125400.0,125900.0,126400.0,126900.0,127500.0,127900.0,128300.0,128600.0,128900.0,129300.0,129600.0,129900.0,130100.0,130100.0,130100.0,130200.0,130200.0,130300.0,130500.0,130800.0,131200.0,131500.0,132000.0,132300.0,132600.0,132800.0,132800.0,132900.0,133000.0,133100.0,133000.0,132900.0,132600.0,132200.0,131800.0,131300.0,130900.0,130400.0,130000.0,129500.0,129000.0,128400.0,127900.0,127300.0,126800.0,126200.0,125700.0,125100.0,124400.0,123700.0,123000.0,122400.0,121900.0,121500.0,121100.0,120800.0,120600.0,120700.0,120600.0,120500.0,120500.0,120500.0,120600.0,120600.0,120400.0,120400.0,120300.0,120100.0,119700.0,119000.0,118500.0,118200.0,117700.0,117100.0,116300.0,115400.0,114700.0,114300.0,114000.0,113400.0,113000.0,113100.0,113300.0,113400.0,113500.0,113900.0,114200.0,114100.0,113700.0,113300.0,113000.0,113200.0,113600.0,113400.0,113100.0,112800.0,112600.0,112700.0,113300.0,114000.0,114500.0,115000.0,115600.0,115900.0,116100.0,116200.0,116000.0,116000.0,116300.0,116500.0,116600.0,116900.0,117300.0,117600.0,117800.0,117800.0,118000.0,118600.0,119300.0,119900.0,120400.0,120500.0,120600.0,121100.0,121800.0,122100.0,122200.0,122600.0,122800,123000,123400,124000,124500,125000,125600,126800,128100,129300,130800,132300,133300,133800,134700,136100,137300,138200,138000,137000,136500,136600,136900,137400,138100,139000,139700,140000,140300,140700,141600,142800,144300,146000,147300,148300,149200,150200,151000,151300,151900,153200,155100,156600
183,1712,Forsyth County,NC,Winston-Salem,37,067,184,89100.0,90000.0,90900.0,91600.0,92300.0,92700.0,93000.0,93100.0,93100.0,93100.0,92900.0,92600.0,92400.0,92400.0,92600.0,93000.0,93500.0,93900.0,94200.0,94300.0,94100.0,93800.0,93300.0,92600.0,92100.0,91900.0,92100.0,92500.0,93200.0,94100.0,95100.0,96200.0,97300.0,98400.0,99400.0,100200.0,101000.0,101700.0,102300.0,102800.0,103300.0,103800.0,104200.0,104400.0,104600.0,104800.0,104800.0,104700.0,104700.0,104800.0,105200.0,105700.0,106300.0,106900.0,107500.0,108100.0,108800.0,109600.0,110400.0,111100.0,111700.0,112200.0,112600.0,112900.0,113100.0,113300.0,113400.0,113500.0,113600.0,113800.0,114200.0,114600.0,115000.0,115300.0,115600.0,115600.0,115700.0,115700.0,115900.0,116100.0,116600.0,116900.0,117200.0,117500.0,117700.0,118000.0,118300.0,118800.0,119300.0,119800.0,120400.0,120900.0,121400.0,121900.0,122300.0,122600.0,122900.0,123000.0,123300.0,123500.0,123800.0,124300.0,124900.0,125400.0,125900.0,126300.0,126700.0,127200.0,127600.0,128100.0,128500.0,128900.0,129200.0,129400.0,129600.0,129700.0,129800.0,130100.0,130400.0,130700.0,131000.0,131400.0,131700.0,132100.0,132400.0,132600.0,132900.0,133200.0,133400.0,133600.0,133900.0,134300.0,134800.0,135100.0,135400.0,135500.0,135500.0,135500.0,135400.0,135200.0,135100.0,134900.0,134700.0,134400.0,134000.0,133500.0,132900.0,132400.0,132000.0,131700.0,131300.0,130900.0,130500.0,130200.0,129900.0,129500.0,129100.0,128700.0,128100.0,127500.0,127100.0,126900.0,126800.0,126700.0,126600.0,126600.0,126600.0,126600.0,126600.0,126800.0,126900.0,126800.0,126600.0,126500.0,126100.0,125400.0,125300.0,125300.0,125000.0,124600.0,124200.0,123400.0,122500.0,121900.0,121400.0,120800.0,120700.0,120900.0,121200.0,121200.0,120900.0,120600.0,120400.0,120200.0,120000.0,119700.0,119300.0,118700.0,118100.0,117600.0,116600.0,115400.0,114700.0,114200.0,113700.0,114000.0,114900.0,115700.0,115900.0,115900.0,115900.0,116200.0,116400.0,116500.0,117100.0,118200.0,119000.0,119300.0,119800.0,120200.0,120300.0,120100.0,119800.0,119500.0,119700.0,120200.0,120500.0,120700.0,120900.0,121000.0,121100.0,121300.0,121800.0,122500.0,122900.0,123400.0,124000.0,124500,124700,125000,125200,125500,125700,126200,126900,127800,128600,129100,129700,130700,131300,131600,132200,133100,133600,134100,134800,135400,135900,136600,137400,138000,138400,138500,138600,138900,139100,139100,139200,140600,142700,144000,144400,144600,145600,146900,147900,148500,149200,150100,151200
198,2912,Cumberland County,NC,Fayetteville,37,051,199,75700.0,75800.0,76100.0,76400.0,76700.0,77000.0,77400.0,77700.0,78000.0,78300.0,78500.0,78600.0,78700.0,78700.0,78700.0,78600.0,78500.0,78400.0,78400.0,78400.0,78600.0,78800.0,79200.0,79600.0,80100.0,80400.0,80700.0,80800.0,80800.0,80800.0,80800.0,80700.0,80600.0,80500.0,80400.0,80200.0,80000.0,79800.0,79500.0,79300.0,79100.0,79000.0,79000.0,79100.0,79100.0,79200.0,79400.0,79600.0,79800.0,80000.0,80100.0,80300.0,80400.0,80500.0,80600.0,80700.0,80800.0,80900.0,80900.0,80800.0,80700.0,80600.0,80500.0,80400.0,80300.0,80300.0,80300.0,80400.0,80600.0,80900.0,81100.0,81400.0,81800.0,82000.0,82300.0,82600.0,82900.0,83200.0,83600.0,83900.0,84200.0,84500.0,84700.0,84800.0,84900.0,85000.0,85000.0,85100.0,85300.0,85500.0,85700.0,85800.0,85900.0,86100.0,86300.0,86600.0,86900.0,87400.0,87800.0,88200.0,88500.0,88800.0,89000.0,89200.0,89300.0,89600.0,89900.0,90300.0,90600.0,90800.0,90900.0,91100.0,91400.0,91900.0,92400.0,92900.0,93300.0,93700.0,93900.0,94100.0,94500.0,95000.0,95600.0,96400.0,97000.0,97500.0,97900.0,98300.0,98700.0,99300.0,100000.0,100700.0,101400.0,102100.0,102600.0,103200.0,103800.0,104400.0,104900.0,105200.0,105200.0,105000.0,104600.0,104100.0,103900.0,103900.0,104200.0,104600.0,104900.0,105200.0,105500.0,105900.0,106300.0,106800.0,107400.0,108000.0,108500.0,108900.0,108900.0,108800.0,108700.0,108800.0,108900.0,109000.0,109000.0,109200.0,109400.0,109500.0,109600.0,110000.0,110600.0,110500.0,110000.0,109800.0,109800.0,109700.0,109800.0,109900.0,109800.0,109600.0,109300.0,108600.0,107800.0,107500.0,107600.0,107500.0,107200.0,107100.0,107000.0,106700.0,106300.0,105800.0,105100.0,104400.0,104000.0,103700.0,103100.0,102300.0,101400.0,100800.0,100300.0,100200.0,100500.0,100700.0,100700.0,100500.0,100000.0,100000.0,100300.0,100400.0,100100.0,99900.0,100000.0,100400.0,100500.0,100300.0,100100.0,99900.0,100000.0,100000.0,99900.0,99800.0,99500.0,99200.0,98700.0,97800.0,96500.0,95900.0,95900.0,96100.0,96100.0,95900.0,95500.0,95700.0,96300.0,96400.0,96200.0,95900,95600,95700,96400,96800,96700,96800,97500,98000,98600,99600,100900,101600,102100,102600,103300,104100,105100,105100,104400,104400,105100,105100,104600,104700,105800,107200,108200,108800,108900,109300,109800,110000,109900,110300,110700,111100,111700,111400,110000,109300,110200,111200,111700
243,999,Durham County,NC,Durham-Chapel Hill,37,063,244,104900.0,104800.0,105200.0,106200.0,107700.0,109700.0,111900.0,114000.0,115700.0,116900.0,118100.0,119200.0,120100.0,120800.0,121400.0,121800.0,122200.0,122500.0,122800.0,123100.0,123100.0,123100.0,123300.0,123700.0,124200.0,124700.0,125200.0,125600.0,126000.0,126400.0,126700.0,127100.0,127300.0,127600.0,128200.0,129000.0,129800.0,130400.0,130900.0,131200.0,131400.0,131400.0,131500.0,131700.0,131800.0,132000.0,132400.0,133100.0,133700.0,134200.0,134600.0,135000.0,135200.0,135300.0,135500.0,135700.0,135900.0,136100.0,136400.0,136800.0,137300.0,137800.0,138300.0,138800.0,139400.0,139900.0,140400.0,141000.0,141600.0,142200.0,142800.0,143400.0,143900.0,144300.0,144700.0,145000.0,145200.0,145400.0,145600.0,145800.0,145900.0,146100.0,146400.0,146700.0,146900.0,147100.0,147200.0,147300.0,147400.0,147400.0,147400.0,147500.0,147600.0,147900.0,148200.0,148600.0,149100.0,149600.0,150000.0,150500.0,151000.0,151400.0,152000.0,152500.0,153000.0,153400.0,153800.0,154100.0,154400.0,154700.0,155100.0,155500.0,156000.0,156400.0,156800.0,157300.0,157700.0,158000.0,158300.0,158600.0,159000.0,159300.0,159700.0,160200.0,160700.0,161300.0,162000.0,162600.0,163200.0,163800.0,164300.0,164700.0,165000.0,165300.0,165700.0,166100.0,166300.0,166400.0,166400.0,166300.0,166100.0,165900.0,165800.0,165600.0,165400.0,165100.0,165000.0,164700.0,164400.0,164000.0,163700.0,163500.0,163300.0,163200.0,163000.0,162700.0,162300.0,161900.0,161600.0,161400.0,161200.0,161100.0,161100.0,161100.0,161200.0,161400.0,161400.0,161400.0,161600.0,161700.0,161400.0,160900.0,160700.0,160600.0,160100.0,159400.0,158900.0,158700.0,158000.0,156900.0,155800.0,154900.0,154000.0,153500.0,153200.0,152700.0,152300.0,151700.0,151100.0,150300.0,149900.0,150300.0,151000.0,151200.0,151400.0,151200.0,150900.0,150900.0,151300.0,152000.0,152700.0,153200.0,153700.0,154400.0,154900.0,155300.0,155800.0,156600.0,157200.0,157500.0,157600.0,157600.0,157500.0,157500.0,157900.0,158200.0,159000.0,160200.0,161000.0,161100.0,161000.0,161200.0,161600.0,162300.0,163100.0,163800.0,164500.0,164700.0,164700.0,165100.0,165800.0,166600.0,167500.0,168300.0,169500.0,170700.0,171700.0,172900,174100,175300,176400,177500,178700,180300,182000,183600,184900,186100,187200,188200,189100,190000,191200,192500,194100,195900,198100,199700,200900,202000,203600,205700,208100,209900,211300,212800,214500,216100,217800,220300,222900,225200,227400,229200,230400,231300,231600,231700,232300,233100,233500
265,2156,Buncombe County,NC,Asheville,37,021,266,93900.0,94100.0,94200.0,94100.0,94000.0,93900.0,94100.0,94400.0,95000.0,95900.0,96900.0,98000.0,99100.0,100000.0,100800.0,101400.0,102000.0,102400.0,102500.0,102400.0,102100.0,101700.0,101200.0,101000.0,101200.0,101700.0,102600.0,103700.0,104700.0,105600.0,106400.0,107100.0,107700.0,108400.0,109000.0,109500.0,109900.0,110300.0,110800.0,111200.0,111800.0,112600.0,113600.0,114600.0,115700.0,116900.0,118000.0,118800.0,119400.0,120000.0,120600.0,121300.0,121900.0,122400.0,122900.0,123300.0,123500.0,123600.0,123700.0,123800.0,124100.0,124500.0,125200.0,126100.0,127200.0,128300.0,129500.0,130700.0,132000.0,133300.0,134600.0,135900.0,136800.0,137400.0,137600.0,137700.0,137600.0,137500.0,137600.0,138100.0,138700.0,139400.0,139900.0,140500.0,141200.0,142000.0,142900.0,143900.0,144900.0,146100.0,147300.0,148600.0,150000.0,151400.0,152800.0,154200.0,155300.0,156200.0,157100.0,158000.0,159000.0,160200.0,161400.0,162600.0,163800.0,164900.0,166000.0,167400.0,169200.0,171400.0,173900.0,176400.0,178800.0,181000.0,183000.0,184800.0,186500.0,188200.0,189900.0,191700.0,193800.0,195700.0,197500.0,199200.0,200800.0,202300.0,203800.0,205300.0,206800.0,208200.0,209100.0,209700.0,210400.0,211400.0,212800.0,214600.0,216400.0,218100.0,219500.0,220300.0,220700.0,220800.0,220300.0,219500.0,218800.0,218000.0,216700.0,215200.0,213400.0,211400.0,209600.0,207800.0,206300.0,205100.0,203900.0,202900.0,202000.0,200800.0,199200.0,197800.0,196600.0,195700.0,195100.0,194800.0,194500.0,193500.0,193600.0,193600.0,192200.0,190500.0,190000.0,189500.0,188800.0,187500.0,185900.0,184500.0,183400.0,183000.0,183200.0,183200.0,182700.0,182000.0,181100.0,179900.0,178700.0,178500.0,179000.0,179400.0,180000.0,181000.0,182000.0,183000.0,183900.0,184200.0,184200.0,184200.0,184100.0,184500.0,184900.0,185100.0,185200.0,185400.0,184700.0,184000.0,184600.0,186300.0,187300.0,188300.0,189300.0,190100.0,190800.0,192300.0,193900.0,194700.0,195200.0,196100.0,197100.0,198000.0,199300.0,201200.0,203300.0,204900.0,205600.0,205700.0,206000.0,207300.0,208700.0,209800.0,211100.0,212800.0,214400.0,215600.0,216700.0,218000.0,219700.0,221200.0,222400.0,223500,224900,227100,230500,235800,241900,247800,252900,256800,259800,262500,264400,265400,266100,267000,268700,270000,269900,268700,267700,267100,267200,268300,270700,273400,275100,275300,275200,275600,276200,277400,278700,280000,281600,282800,283100,283400,285100,287900,288000,285100,282800,282400,282400
295,1032,Gaston County,NC,Charlotte-Concord-Gastonia,37,071,296,66700.0,67000.0,67400.0,67800.0,68300.0,68700.0,69100.0,69500.0,69800.0,70100.0,70500.0,70800.0,71400.0,72200.0,73100.0,74300.0,75500.0,77000.0,78400.0,79600.0,80300.0,80700.0,80700.0,80600.0,80300.0,80200.0,80300.0,80500.0,80800.0,81300.0,81900.0,82700.0,83600.0,84500.0,85600.0,86700.0,87800.0,88700.0,89400.0,90000.0,90300.0,90400.0,90500.0,90600.0,90600.0,90800.0,91100.0,91300.0,91500.0,91600.0,91700.0,91800.0,91800.0,91900.0,92000.0,92200.0,92600.0,93100.0,93800.0,94400.0,95000.0,95500.0,95900.0,96300.0,96700.0,97100.0,97500.0,97900.0,98400.0,98900.0,99400.0,99800.0,100100.0,100400.0,100600.0,100800.0,101000.0,101100.0,101300.0,101400.0,101500.0,101600.0,101700.0,101900.0,102100.0,102300.0,102400.0,102300.0,102300.0,102300.0,102500.0,102800.0,103300.0,103900.0,104600.0,105100.0,105500.0,105800.0,106100.0,106500.0,106900.0,107200.0,107400.0,107300.0,107100.0,106600.0,106100.0,105700.0,105700.0,105900.0,106300.0,106700.0,107100.0,107600.0,108000.0,108600.0,109100.0,109600.0,110100.0,110700.0,111300.0,111800.0,112200.0,112500.0,112800.0,113000.0,113200.0,113300.0,113200.0,113200.0,113200.0,113100.0,113200.0,113400.0,113800.0,114300.0,114800.0,115300.0,115800.0,116200.0,116500.0,116600.0,116500.0,116100.0,115700.0,115200.0,114600.0,113900.0,113400.0,113000.0,112600.0,112100.0,111700.0,111300.0,110900.0,110400.0,110000.0,109600.0,109100.0,108600.0,108200.0,107800.0,107400.0,106900.0,106600.0,106400.0,106300.0,106100.0,105700.0,105000.0,104500.0,104400.0,104000.0,102900.0,102100.0,101800.0,101100.0,100200.0,99500.0,98900.0,98300.0,97700.0,97400.0,96600.0,95500.0,94700.0,94100.0,93500.0,93200.0,93200.0,93400.0,93800.0,94400.0,95300.0,95700.0,95600.0,95700.0,96100.0,96300.0,96300.0,96600.0,97100.0,97700.0,98300.0,98600.0,98700.0,98700.0,99100.0,99700.0,100400.0,101400.0,102300.0,102900.0,103100.0,103000.0,102800.0,102800.0,102800.0,102800.0,102800.0,103200.0,103500.0,103500.0,103800.0,104600.0,105400.0,105900.0,106500.0,106900.0,107400.0,108100.0,109000.0,109500.0,109900.0,110300.0,110800.0,111300.0,111700,112000,112400,113100,114000,114800,116100,117600,118700,119800,121100,122400,123200,123700,124400,125400,126600,127600,128300,129500,131500,132800,133000,133300,134400,135900,136900,138300,139900,141500,143500,145300,146700,148800,151300,153100,154600,156300,157200,156900,157000,157800,158600,159300
300,3109,New Hanover County,NC,Wilmington,37,129,301,97500.0,98100.0,98600.0,98900.0,99100.0,99200.0,99500.0,99800.0,100500.0,101500.0,102500.0,103400.0,104400.0,105300.0,106300.0,107400.0,108700.0,110300.0,112100.0,113900.0,115600.0,116900.0,117800.0,118500.0,119200.0,120300.0,121800.0,123700.0,125800.0,127700.0,128800.0,128800.0,127800.0,126200.0,124800.0,124000.0,124500.0,126200.0,128800.0,131700.0,134300.0,136400.0,138000.0,139200.0,140100.0,140900.0,141200.0,140900.0,140200.0,139100.0,137800.0,136500.0,135400.0,134700.0,134400.0,134600.0,135200.0,136000.0,137000.0,137900.0,138600.0,139100.0,139300.0,139200.0,139100.0,139100.0,139100.0,139300.0,139800.0,140500.0,141300.0,142200.0,142900.0,143300.0,143300.0,143100.0,142800.0,142500.0,142400.0,142400.0,142700.0,143300.0,144000.0,144700.0,145100.0,145300.0,145300.0,145400.0,145500.0,145900.0,146400.0,147200.0,148200.0,149400.0,150700.0,151800.0,152800.0,153800.0,154800.0,155900.0,157300.0,159100.0,161200.0,163700.0,166500.0,168900.0,170900.0,172700.0,174800.0,177700.0,181300.0,185700.0,190400.0,195100.0,199400.0,203200.0,206900.0,210400.0,214100.0,218100.0,222400.0,226500.0,230200.0,233100.0,235200.0,236200.0,236500.0,236100.0,235300.0,234400.0,233800.0,233700.0,234200.0,234600.0,234400.0,233700.0,232900.0,232100.0,231400.0,230700.0,229700.0,228600.0,227400.0,226200.0,225000.0,223400.0,221400.0,219300.0,217400.0,215600.0,213900.0,212200.0,210500.0,208800.0,206900.0,205100.0,203200.0,201200.0,198600.0,195600.0,192600.0,190100.0,188100.0,186700.0,185800.0,185300.0,185500.0,184900.0,182900.0,181200.0,180600.0,180600.0,180800.0,180700.0,179800.0,178200.0,176500.0,174900.0,173300.0,172000.0,170600.0,168600.0,166400.0,164700.0,163500.0,162800.0,162500.0,162400.0,162300.0,162000.0,161600.0,161500.0,161500.0,161900.0,162900.0,163900.0,163800.0,163200.0,163400.0,164000.0,164500.0,165100.0,165500.0,166000.0,167100.0,168800.0,170300.0,171900.0,173500.0,175000.0,176100.0,177200.0,178400.0,179000.0,178800.0,178400.0,178600.0,179200.0,179400.0,179100.0,179200.0,179600.0,180300.0,181300.0,182600.0,184200.0,185900.0,187400.0,188300.0,188800.0,189400.0,190500.0,191600.0,192200.0,192200.0,192000.0,191900.0,192100,192900,193900,195000,196500,197800,198900,200000,201100,202100,203000,204100,204900,205500,206700,208500,210100,211400,212500,213500,215100,217500,219200,220200,221600,223700,225100,226100,227000,227600,228100,229600,231500,232800,233900,234700,235200,236100,237500,238300,238800,239800,240900,241700
