OID,IDTRSD,TreeSpecie,TreeDia,TreeDist
804,02S3520NW,FIR,10,30
805,02S3520W,PINE,16,312
806,02S3521NW,FIR,22,102
807,02S3521W,FIR,6,25
808,02S3524N,PINE,9,26
809,02S3528NW,FIR,4,33
810,02S3528W,PINE,9,17
811,02S3529N,FIR,30,83
812,02S3529NW,PINE,22,18
813,02S3529W,FIR,5,18
814,02S3530N,FIR,20,34
815,02S3530NW,FIR,40,44
816,02S3530W,FIR,5,31
817,02S3531N,WESTERN LARCH,8,8
818,02S3531NW,FIR,16,13
819,02S3531S,FIR,12,68
820,02S3531W,WESTERN LARCH,12,67
821,02S3532N,FIR,18,36
822,02S3532NW,WESTERN LARCH,10,10
823,02S3532S,FIR,14,11
824,02S3532SW,PINE,26,14
825,02S3532W,PINE,8,21
826,02S3533NW,PINE,5,27
827,02S3533SW,WESTERN LARCH,14,10
828,02S3533W,FIR,8,52
829,02S3601NW,FIR,24,99
830,02S3602N,PINE,15,138
831,02S3603N,PINE,20,159
832,02S3604N,PINE,20,20
833,02S3604NW,WESTERN LARCH,12,16
834,02S3605N,FIR,18,33
835,02S3605NW,PINE,7,3
836,02S3606N,PINE,12,17
837,02S3606NW,FIR,12,24
838,02S3606W,PINE,20,44
839,02S3607NW,PINE,20,38
840,02S3607W,PINE,6,12
841,02S3618NW,FIR,24,9
842,02S3618W,PINE,10,15
843,02S3619NW,PINE,6,59
844,02S3704NW,PINE,16,15
845,02S3705NW,PINE,12,74
846,02S3706NW,PINE,7,40
847,03N3613NW,FIR,11,20
848,03N3613W,PINE,16,30
849,03N3614N,FIR,4,23
850,03N3614NW,FIR,8,70
851,03N3615N,WESTERN LARCH,13,36
852,03N3616N,WESTERN LARCH,4,6
853,03N3616NW,WESTERN LARCH,5,7
854,03N3617N,FIR,11,24
855,03N3617NW,PINE,30,5
856,03N3617W,FIR,6,8
857,03N3619NW,PINE,18,59
858,03N3620NW,PINE,20,76
859,03N3623W,PINE,18,130
860,03N3624N,FIR,30,34
861,03N3624W,FIR,8,52
862,03N3625NW,FIR,8,68
863,03N3625SE,FIR,6,35
864,03N3625W,PINE,8,86
865,03N3626N,BALM,10,47
866,03N3626NW,FIR,8,23
867,03N3627N,FIR,16,15
868,03N3627NW,PINE,14,21
869,03N3627W,FIR,8,30
870,03N3628N,PINE,18,15
871,03N3628W,PINE,14,165
872,03N3629NW,FIR,8,85
873,03N3632N,WESTERN LARCH,8,6
874,03N3632NW,PINE,16,57
875,03N3632SW,PINE,24,18
876,03N3632W,FIR,36,25
877,03N3633W,PINE,60,8
878,03N3634NW,FIR,20,107
879,03N3634SW,FIR,10,27
880,03N3634W,FIR,20,70
881,03N3635S,FIR,12,14
882,03N3635SW,FIR,12,164
883,03N3636N,PINE,20,127
884,03N3636NW,FIR,8,80
885,03N3636SE,FIR,20,21
886,03N3702W,FIR,6,135
887,03N3703N,PINE,11,104
888,03N3703NW,WESTERN LARCH,12,54
889,03N3703W,FIR,28,48
890,03N3704N,WESTERN LARCH,22,10
891,03N3704W,WESTERN LARCH,16,29
892,03N3705N,PINE,8,22
893,03N3705NW,FIR,8,18
894,03N3705W,WESTERN LARCH,12,17
895,03N3706N,WESTERN LARCH,12,12
896,03N3708N,BALM,6,61
897,03N3708W,FIR,16,93
898,03N3709W,FIR,11,10
899,03N3710NW,FIR,12,187
900,03N3710W,FIR,36,112
901,03N3711N,FIR,14,48
902,03N3711NW,WESTERN LARCH,24,73
903,03N3711W,FIR,10,46
904,03N3712N,FIR,12,25
905,03N3712NE,PINE,10,51
906,03N3712NW,FIR,10,70
907,03N3712W,FIR,5,10
908,03N3713N,FIR,6,54
909,03N3713NE,FIR,30,170
910,03N3714N,FIR,12,7
911,03N3714W,FIR,4,24
912,03N3715N,FIR,6,45
913,03N3715W,FIR,5,16
914,03N3717N,FIR,28,306
915,03N3717NW,FIR,18,108
916,03N3718W,FIR,7,12
917,03N3719W,FIR,14,57
918,03N3732NW,FIR,17,320
919,03N3732S,FIR,14,81
920,03N3732W,FIR,12,65
921,03N3733N,FIR,6,23
922,03N3733NW,FIR,24,186
923,03N3733SW,FIR,14,169
924,03N3733W,WESTERN LARCH,10,9
925,03N3734N,FIR,15,138
926,03N3734NW,FIR,18,20
927,03N3734W,WESTERN LARCH,18,33
928,03N3735N,WESTERN LARCH,8,57
929,03N3735NW,FIR,10,125
930,03N3735SW,PINE,48,129
931,03N3735W,FIR,6,27
932,03N3736N,FIR,4,20
933,03N3736NE,FIR,12,36
934,03N3736NW,FIR,16,61
935,03N3736SW,FIR,10,52
936,03N3736W,PINE,6,173
937,03N3801NW,PINE,20,133
938,03N3802NW,FIR,18,40
939,03N3802W,FIR,20,52
940,03N3803NW,SPRUCE,9,25
941,03N3803W,PINE,5,78
942,03N3804NW,FIR,10,6
943,03N3804W,PINE,3,27
944,03N3805NW,SPRUCE,7,26
945,03N3805W,FIR,3,29
946,03N3806NW,FIR,38,55
947,03N3806W,SPRUCE,10,49
948,03N3807N,WESTERN LARCH,10,29
949,03N3807W,FIR,12,25
950,03N3808N,WESTERN LARCH,20,11
951,03N3808NW,PINE,12,77
952,03N3808W,FIR,10,15
953,03N3809N,FIR,4,23
954,03N3809NW,FIR,18,55
955,03N3810N,FIR,40,16
956,03N3810W,FIR,5,23
957,03N3811N,FIR,20,32
958,03N3811NW,FIR,14,15
959,03N3811W,FIR,14,17
960,03N3812W,FIR,14,22
961,03N3813N,PINE,24,98
962,03N3813NE,PINE,12,21
963,03N3813NW,FIR,4,16
964,03N3813W,PINE,12,24
965,03N3814N,SPRUCE,6,18
966,03N3814NW,FIR,3,8
967,03N3814W,PINE,4,105
968,03N3815N,FIR,14,66
969,03N3815W,FIR,7,6
970,03N3816N,FIR,18,85
971,03N3816NW,FIR,6,22
972,03N3816W,PINE,24,105
973,03N3817W,FIR,24,65
974,03N3820N,FIR,12,29
975,03N3820NW,FIR,28,15
976,03N3820W,FIR,5,52
977,03N3821N,PINE,20,55
978,03N3821NW,WESTERN LARCH,20,65
979,03N3821W,FIR,30,84
980,03N3822N,FIR,20,107
981,03N3822W,FIR,8,40
982,03N3823N,FIR,12,22
983,03N3823NW,FIR,3,17
984,03N3919N,FIR,15,78
985,03N3919NW,SPRUCE,12,37
986,03N3919W,SPRUCE,12,34
987,03N3920N,SPRUCE,15,78
988,03N3920NW,SPRUCE,12,32
989,03N3920W,SPRUCE,18,11
990,03N3921N,PINE,24,33
991,03N3921NW,FIR,27,67
992,03N3921W,PINE,24,13
993,03N3922N,FIR,6,28
994,03N3922NW,PINE,10,10
995,03N3922W,PINE,20,57
996,03N3923N,PINE,36,38
997,03N3923NW,WESTERN LARCH,10,7
998,03N3923W,FIR,20,68
999,03N3924N,FIR,10,8
1000,03N3924NW,PINE,11,55
1001,03N3924W,WESTERN LARCH,18,63
1002,03N3925N,WESTERN LARCH,10,30
1003,03N3925NW,PINE,13,170
1004,03N3925W,FIR,8,17
1005,03N3926N,WESTERN LARCH,20,32
1006,03N3926NW,WESTERN LARCH,10,33
1007,03N3926W,FIR,12,49
1008,03N3927N,PINE,24,20
1009,03N3927NW,PINE,30,126
1010,03N3927W,PINE,10,12
1011,03N3928N,PINE,15,25
1012,03N3928NW,SPRUCE,20,81
1013,03N3928W,PINE,24,108
1014,03N3929N,PINE,12,124
1015,03N3929NW,SPRUCE,20,43
1016,03N3929W,SPRUCE,24,16
1017,03N3930N,SPRUCE,15,75
1018,03N3930NW,SPRUCE,10,17
1019,03N3930W,SPRUCE,10,105
1020,03N3931N,FIR,24,115
1021,03N3931NW,FIR,12,108
1022,03N3931SW,FIR,14,25
1023,03N3931W,FIR,10,32
1024,03N3902NW,WESTERN LARCH,16,49
1025,03N3902W,WESTERN LARCH,18,33
1026,03N3903N,PINE,4,47
1027,03N3903NW,FIR,10,45
1028,03N3903W,WESTERN LARCH,20,105
1029,03N3904N,WESTERN LARCH,10,20
1030,03N3904NW,FIR,20,40
1031,03N3904W,WESTERN LARCH,30,7
1032,03N3905N,FIR,6,113
1033,03N3905NW,FIR,11,37
1034,03N3905W,PINE,30,40
1035,03N3906N,FIR,10,25
1036,03N3906NW,PINE,30,199
1037,03N3906W,PINE,24,33
1038,03N3907N,SPRUCE,8,30
1039,03N3907NW,WESTERN LARCH,10,90
1040,03N3907W,FIR,24,13
1041,03N3908N,PINE,8,20
1042,03N3908NW,WESTERN LARCH,10,16
1043,03N3908W,WESTERN LARCH,12,40
1044,03N3909N,FIR,18,29
1045,03N3909NW,FIR,10,15
1046,03N3909W,FIR,12,24
1047,03N3910N,PINE,24,45
1048,03N3910NW,WESTERN LARCH,20,38
1049,03N3910W,PINE,30,14
1050,03N3911N,FIR,8,22
1051,03N3911NW,FIR,10,16
1052,03N3911W,PINE,30,47
1053,03N3912N,WESTERN LARCH,20,29
1054,03N3912NW,PINE,20,15
1055,03N3912W,PINE,6,17
1056,03N3823W,ALDER,5,6
1057,03N3824N,PINE,14,13
1058,03N3824NW,FIR,6,49
1059,03N3824W,SPRUCE,9,10
1060,03N3825N,WESTERN LARCH,22,135
1061,03N3825W,WESTERN LARCH,9,36
1062,03N3826N,PINE,5,15
1063,03N3826NW,SPRUCE,10,54
1064,03N3827N,PINE,12,72
1065,03N3827NW,PINE,10,11
1066,03N3827W,FIR,9,28
1067,03N3828NW,FIR,8,84
1068,03N3828W,FIR,18,15
1069,03N3829N,FIR,22,29
1070,03N3830NW,PINE,18,185
1071,03N3830W,PINE,11,23
1072,03N3831N,FIR,8,20
1073,03N3832N,WESTERN LARCH,16,32
1074,03N3832W,FIR,18,64
1075,03N3833NW,PINE,3,11
1076,03N3833W,WESTERN LARCH,22,16
1077,03N3834N,WESTERN LARCH,18,14
1078,03N3834NW,FIR,5,205
1079,03N3834W,FIR,6,33
1080,03N3835N,PINE,3,19
1081,03N3835NW,PINE,3,42
1082,03N3835W,WESTERN LARCH,4,34
1083,03N3836N,FIR,10,52
1084,03N3836NW,WESTERN LARCH,20,90
1085,03N3836W,FIR,9,36
1086,03N3901N,ALDER,6,14
1087,03N3901NW,PINE,30,18
1088,03N3901W,FIR,15,9
1089,03N3902N,FIR,11,15
1090,03N3913N,FIR,9,10
1091,03N3913NE,PINE,30,129
1092,03N3913NW,WESTERN LARCH,10,28
1093,03N3913W,PINE,20,42
1094,03N3914N,FIR,10,22
1095,03N3914NW,SPRUCE,20,20
1096,03N3914W,PINE,10,27
1097,03N3915N,SPRUCE,8,26
1098,03N3915NW,WESTERN LARCH,16,47
1099,03N3915W,PINE,10,22
1100,03N3916N,WESTERN LARCH,10,15
1101,03N3916NW,SPRUCE,8,15
1102,03N3916W,SPRUCE,6,19
1103,03N3917N,PINE,15,25
1104,03N3917NW,PINE,30,106
1105,03N3917W,SPRUCE,10,27
1106,03N3918N,PINE,18,26
1107,03N3918NW,PINE,20,46
1108,03N3918W,SPRUCE,10,8
1109,03N3932N,WILLOW,4,35
1110,03N3932NW,FIR,24,47
1111,03N3932SW,PINE,26,24
1112,03N3932W,SPRUCE,20,17
1113,03N3933N,PINE,7,17
1114,03N3933NW,PINE,---,---
1115,03N3933SW,ROCKY MTN MAPLE,8,18
1116,03N3933W,FIR,10,54
1117,03N3934N,FIR,8,19
1118,03N3934NW,PINE,24,57
1119,03N3934SW,WESTERN LARCH,26,57
1120,03N3934W,FIR,10,27
1121,03N3935N,PINE,9,31
1122,03N3935NW,PINE,24,26
1123,03N3935SW,FIR,24,8
1124,03N3935W,PINE,20,32
1125,03N3936N,PINE,20,113
1126,03N3936NW,PINE,12,33
1127,03N3936W,PINE,12,58
1128,03N4001NE,PINE,12,65
1129,03N4001NW,PINE,24,130
1130,03N4002N,FIR,10,24
1131,03N4002NW,FIR,18,40
1132,03N4002W,FIR,18,30
1133,03N4003N,FIR,5,9
1134,03N4003NW,FIR,10,45
1135,03N4003W,FIR,8,57
1136,03N4004N,FIR,10,7
1137,03N4004NW,SPRUCE,28,65
1138,03N4004W,FIR,24,25
1139,03N4005N,WESTERN LARCH,18,16
1140,03N4005NW,FIR,18,39
1141,03N4005W,PINE,24,28
1142,03N4006N,WESTERN LARCH,13,19
1143,03N4006NW,WESTERN LARCH,8,37
1144,03N4006W,PINE,34,60
1145,03N4007N,PINE,30,16
1146,03N4007NW,FIR,6,16
1147,03N4007W,PINE,7,5
1148,03N4008N,PINE,30,16
1149,03N4008NW,WESTERN LARCH,12,22
1150,03N4008W,PINE,6,10
1151,03N4009N,SPRUCE,8,3
1152,03N4009NW,WESTERN LARCH,24,42
1153,03N4009W,PINE,10,32
1154,03N4010N,PINE,18,49
1155,03N4010NW,FIR,10,15
1156,03N4010W,WESTERN LARCH,12,24
1157,03N4011N,FIR,10,33
1158,03N4011W,FIR,8,20
1159,03N4012N,PINE,8,30
1160,03N4012NE,FIR,30,102
1161,03N4012NW,PINE,30,203
1162,03N4013NW,PINE,20,100
1163,03N4013W,WESTERN LARCH,27,13
1164,03N4014N,BALM,24,16
1165,03N4014NW,PINE,10,11
1166,03N4014W,FIR,12,46
1167,03N4015N,PINE,12,163
1168,03N4015NW,PINE,8,222
1169,03N4015W,FIR,18,25
1170,03N4016N,WESTERN LARCH,8,17
1171,03N4016NW,SPRUCE,8,21
1172,03N4016W,WESTERN LARCH,12,22
1173,03N4017N,FIR,10,17
1174,03N4017NW,PINE,30,103
1175,03N4017W,WESTERN LARCH,13,46
1176,03N4018N,WESTERN LARCH,10,4
1177,03N4018W,WESTERN LARCH,26,13
1178,03N4019N,FIR,8,15
1179,03N4019NW,FIR,20,30
1180,03N4019W,PINE,15,32
1181,03N4020N,PINE,12,14
1182,03N4020NW,PINE,8,19
1183,03N4020W,WESTERN LARCH,4,7
1184,03N4021N,PINE,13,80
1185,03N4021NW,FIR,6,32
1186,03N4021W,PINE,24,6
1187,03N4022N,SPRUCE,13,39
1188,03N4022NW,PINE,10,15
1189,03N4022W,PINE,36,28
1190,03N4023NW,PINE,10,189
1191,03N4023W,PINE,10,27
1192,03N4024N,FIR,12,12
1193,03N4024NW,PINE,6,20
1194,03N4024W,PINE,20,102
1195,03N4025N,PINE,24,15
1196,03N4025NW,FIR,12,25
1197,03N4025W,PINE,30,32
1198,03N4026N,FIR,8,7
1199,03N4026NW,WESTERN LARCH,24,16
1200,03N4026W,FIR,8,19
1201,03N4027N,WESTERN LARCH,10,24
1202,03N4027NW,FIR,10,8
1203,03N4027W,FIR,8,6
1204,03N4028N,WESTERN LARCH,8,13
1205,03N4028NW,PINE,30,10
1206,03N4028W,FIR,6,42
1207,03N4029N,PINE,36,42
1208,03N4029NW,PINE,30,34
1209,03N4029W,PINE,3,86
1210,03N4030N,FIR,8,11
1211,03N4030NW,PINE,18,51
1212,03N4030W,WESTERN LARCH,18,53
1213,03N4031N,PINE,30,21
1214,03N4031NW,PINE,40,25
1215,03N4031SW,PINE,12,26
1216,03N4031W,PINE,8,155
1217,03N4032N,PINE,36,34
1218,03N4032NW,FIR,12,40
1219,03N4032S,PINE,40,33
1220,03N4032SW,PINE,4,77
1221,03N4032W,FIR,10,25
1222,03N4033N,WESTERN LARCH,15,25
1223,03N4033NW,FIR,24,27
1224,03N4033S,PINE,14,43
1225,03N4033SW,PINE,8,146
1226,03N4033W,PINE,30,132
1227,03N4034N,PINE,18,100
1228,03N4034NW,FIR,30,53
1229,03N4034S,PINE,4,11
1230,03N4034SW,PINE,7,20
1231,03N4034W,FIR,12,38
1232,03N4035N,FIR,4,9
1233,03N4035NW,WESTERN LARCH,18,21
1234,03N4035S,FIR,10,23
1235,03N4035SW,PINE,18,71
1236,03N4035W,FIR,10,25
1237,03N4036N,PINE,36,6
1238,03N4036NW,PINE,30,43
1239,03N4036SW,ALDER,6,32
1240,03N4036W,PINE,12,75
1241,03N4101N,WESTERN LARCH,12,39
1242,03N4101NW,WESTERN LARCH,22,26
1243,03N4101W,FIR,10,18
1244,03N4102N,WESTERN LARCH,10,22
1245,03N4102NW,FIR,30,65
1246,03N4102W,PINE,30,68
1247,03N4103N,FIR,10,33
1248,03N4103NW,WESTERN LARCH,8,34
1249,03N4103W,WESTERN LARCH,36,26
1250,03N4104N,FIR,24,35
1251,03N4104NW,PINE,40,61
1252,03N4104W,FIR,10,8
1253,03N4105NW,FIR,30,74
1254,03N4105W,FIR,18,25
1255,03N4106N,PINE,48,180
1256,03N4106NW,PINE,12,65
1257,03N4107N,FIR,10,17
1258,03N4107NW,PINE,58,5
1259,03N4108N,FIR,40,162
1260,03N4108NW,FIR,28,87
1261,03N4108W,FIR,10,12
1262,03N4109N,FIR,15,59
1263,03N4109NW,FIR,12,69
1264,03N4109W,PINE,40,161
1265,03N4110N,FIR,24,24
1266,03N4110NW,SPRUCE,10,14
1267,03N4110W,WESTERN LARCH,4,10
1268,03N4111N,FIR,20,25
1269,03N4111NW,FIR,20,31
1270,03N4111W,WESTERN LARCH,20,28
1271,03N4112N,FIR,28,18
1272,03N4112NE,FIR,12,31
1273,03N4112NW,FIR,18,76
1274,03N4112W,FIR,28,18
1275,03N4201N,PINE,15,11
1276,03N4201NE,PINE,30,40
1277,03N4201NW,FIR,24,72
1278,03N4201W,FIR,18,47
1279,03N4202N,FIR,6,5
1280,03N4202NW,PINE,8,28
1281,03N4202W,FIR,8,7
1282,03N4203N,PINE,8,86
1283,03N4203NW,FIR,24,27
1284,03N4203W,PINE,10,8
1285,03N4204N,WESTERN LARCH,8,33
1286,03N4204NW,PINE,12,76
1287,03N4204W,WESTERN LARCH,24,39
1288,03N4205N,PINE,6,25
1289,03N4205NW,FIR,20,31
1290,03N4205W,FIR,20,17
1291,03N4206N,WESTERN LARCH,24,16
1292,03N4206NW,PINE,30,58
1293,03N4206W,PINE,20,17
1294,03N4207N,FIR,30,12
1295,03N4207NW,PINE,12,29
1296,03N4207W,PINE,8,30
1297,03N4208N,FIR,20,40
1298,03N4208NW,PINE,12,55
1299,03N4208W,FIR,10,47
1300,03N4209N,WESTERN LARCH,12,34
1301,03N4209NW,PINE,18,25
1302,03N4209W,PINE,10,32
1303,03N4210N,PINE,36,101
1304,03N4210NW,PINE,40,76
1305,03N4210W,FIR,12,82
1306,03N4211N,PINE,10,97
1307,03N4211NW,PINE,8,12
1308,03N4211W,FIR,10,53
1309,03N4212N,PINE,10,39
1310,03N4212NW,PINE,30,45
1311,03N4212W,PINE,10,12
1312,03N4213N,WESTERN LARCH,10,18
1313,03N4213NW,FIR,11,21
1314,03N4214N,FIR,10,26
1315,03N4214NW,PINE,12,51
1316,03N4216N,WESTERN LARCH,12,45
1317,03N4216NW,WESTERN LARCH,24,34
1318,03N4217NW,PINE,12,52
1319,03N4218N,PINE,12,9
1320,03N4218NW,PINE,8,13
1321,03N4306W,PINE,13,46
1322,03N4307NW,PINE,12,29
1323,03N4307W,PINE,10,29
1324,03N4318NW,PINE,36,73
1325,03S3131N,PINE,14,115
1326,03S3131S,PINE,12,41
1327,03S3233W,PINE,16,165
1328,03S3234N,PINE,16,212
1329,03S3234NW,PINE,8,37
1330,03S3234W,PINE,12,71
1331,03S3235NW,PINE,10,122
1332,03S3235W,PINE,8,105
1333,03S3236E,FIR,10,12
1334,03S3236NE,PINE,15,234
1335,03S3236NW,PINE,6,165
1336,03S3236W,PINE,15,25
1337,03S3301E,PINE,8,15
1338,03S3301N,PINE,8,53
1339,03S3301NW,PINE,18,26
1340,03S3301W,PINE,6,13
1341,03S3302N,PINE,36,43
1342,03S3302NW,PINE,10,110
1343,03S3302W,FIR,32,36
1344,03S3303N,FIR,34,65
1345,03S3303NW,WILLOW,3,15
1346,03S3303W,WESTERN LARCH,30,50
1347,03S3304N,PINE,26,149
1348,03S3304NW,PINE,18,87
1349,03S3304W,PINE,20,59
1350,03S3305N,PINE,4,91
1351,03S3305NW,PINE,24,116
1352,03S3307N,FIR,5,22
1353,03S3308N,FIR,10,7
1354,03S3308NW,PINE,7,19
1355,03S3308W,FIR,5,9
1356,03S3309N,WESTERN LARCH,15,20
1357,03S3309NW,PINE,35,140
1358,03S3309W,PINE,15,50
1359,03S3310N,PINE,40,72
1360,03S3310NW,FIR,30,43
1361,03S3310W,FIR,28,82
1362,03S3311N,PINE,20,62
1363,03S3311NW,PINE,6,21
1364,03S3311W,PINE,8,35
1365,03S3313NW,PINE,12,7
1366,03S3313W,FIR,18,26
1367,03S3314N,FIR,5,12
1368,03S3314NW,FIR,8,14
1369,03S3314W,PINE,12,6
1370,03S3315N,PINE,6,5
1371,03S3315NW,PINE,12,31
1372,03S3315W,WESTERN LARCH,15,5
1373,03S3316N,PINE,6,9
1374,03S3316NW,FIR,18,33
1375,03S3316W,PINE,15,10
1376,03S3317N,PINE,24,27
1377,03S3317NW,PINE,40,31
1378,03S3317W,FIR,8,9
1379,03S3318N,FIR,4,68
1380,03S3319N,PINE,15,40
1381,03S3320N,PINE,6,14
1382,03S3320NW,WESTERN LARCH,6,126
1383,03S3320W,FIR,6,31
1384,03S3321N,PINE,12,37
1385,03S3321NW,PINE,18,150
1386,03S3321W,PINE,8,28
1387,03S3322N,FIR,12,38
1388,03S3322NW,FIR,12,82
1389,03S3322W,PINE,5,41
1390,03S3323N,PINE,5,8
1391,03S3323NW,FIR,24,45
1392,03S3323W,PINE,5,18
1393,03S3324N,PINE,15,55
1394,03S3324NE,PINE,5,118
1395,03S3324NW,PINE,24,241
1396,03S3324W,PINE,4,23
1397,03S3325N,PINE,4,5
1398,03S3325NE,PINE,4,32
1399,03S3325NW,PINE,7,38
1400,03S3325W,PINE,6,10
1401,03S3326N,PINE,8,66
1402,03S3326NW,PINE,5,26
1403,03S3326W,WESTERN LARCH,20,41
1404,03S3327N,PINE,8,16
1405,03S33514NW,FIR,12,41
1406,03S33514W,FIR,10,34
1407,03S33515NW,PINE,6,35
1408,03S33522NW,PINE,15,32
1409,03S33523N,PINE,10,117
1410,03S33523NW,PINE,12,18
1411,03S33523W,WESTERN LARCH,10,10
1412,03S3327NW,PINE,12,26
1413,03S3327W,PINE,3,9
1414,03S3328N,PINE,10,33
1415,03S3328NW,WESTERN LARCH,4,38
1416,03S3328W,PINE,9,86
1417,03S3329N,PINE,5,40
1418,03S3329NW,PINE,6,38
1419,03S3329W,FIR,7,12
1420,03S3330N,PINE,4,12
1421,03S3331N,FIR,15,16
1422,03S3332N,PINE,5,43
1423,03S3332NW,FIR,18,31
1424,03S3332SW,PINE,5,19
1425,03S3332W,PINE,9,47
1426,03S3333N,PINE,15,197
1427,03S3333NW,WESTERN LARCH,18,37
1428,03S3333SW,PINE,8,33
1429,03S3333W,PINE,8,52
1430,03S3334N,PINE,5,73
1431,03S3334NW,PINE,3,10
1432,03S3334SW,PINE,12,113
1433,03S3334W,PINE,20,96
1434,03S3335N,PINE,5,37
1435,03S3335NW,PINE,18,133
1436,03S3335SW,PINE,24,136
1437,03S3335W,PINE,7,15
1438,03S3336E,FIR,24,42
1439,03S3336N,PINE,5,11
1440,03S3336NE,PINE,8,26
1441,03S3336NW,PINE,18,30
1442,03S3336SW,PINE,8,71
1443,03S3336W,PINE,30,208
1444,03S33501N,PINE,30,202
1445,03S33501NW,PINE,18,50
1446,03S33501W,PINE,10,120
1447,03S33511NW,WESTERN LARCH,11,7
1448,03S33511W,PINE,10,27
1449,03S33512N,FIR,30,42
1450,03S33512NE,FIR,18,31
1451,03S33512NW,PINE,10,14
1452,03S33512W,PINE,8,9
1453,03S33513N,PINE,8,45
1454,03S33513NE,WESTERN LARCH,12,26
1455,03S33513NW,PINE,8,10
1456,03S33513W,PINE,18,32
1457,03S33514N,PINE,10,30
1458,03S3131SW,PINE,24,190
1459,03S3131W,PINE,36,141
1460,03S3132N,WESTERN LARCH,13,23
1461,03S3212N,PINE,40,155
1462,03S3212NE,PINE,22,70
1463,03S3212NW,PINE,8,78
1464,03S3212W,FIR,5,19
1465,03S3213N,PINE,42,168
1466,03S3213NE,FIR,10,39
1467,03S3213NW,PINE,32,133
1468,03S3213W,PINE,12,161
1469,03S3215N,PINE,26,66
1470,03S3132NW,PINE,20,122
1471,03S3132S,PINE,18,81
1472,03S3132SW,PINE,22,23
1473,03S3132W,FIR,10,20
1474,03S3133N,PINE,6,28
1475,03S3133NW,WESTERN LARCH,4,24
1476,03S3133S,PINE,36,49
1477,03S3133SW,PINE,15,68
1478,03S3133W,WESTERN LARCH,10,17
1479,03S3134N,PINE,6,105
1480,03S3134NW,PINE,24,201
1481,03S3134S,PINE,20,262
1482,03S3134SW,PINE,48,80
1483,03S3134W,FIR,18,34
1484,03S3135N,PINE,5,4
1485,03S3135NW,FIR,18,60
1486,03S3135SW,PINE,8,27
1487,03S3135W,PINE,20,18
1488,03S3136N,PINE,20,36
1489,03S3136NE,PINE,8,28
1490,03S3136NW,PINE,14,250
1491,03S3136S,PINE,10,11
1492,03S3136SW,PINE,10,42
1493,03S3136W,PINE,5,49
1494,03S3201E,FIR,12,22
1495,03S3201NE,FIR,12,30
1496,03S3201NW,PINE,11,78
1497,03S3201W,FIR,14,37
1498,03S3202NW,PINE,18,125
1499,03S3202W,PINE,15,41
1500,03S3203NW,PINE,14,112
1501,03S3204W,WESTERN LARCH,8,26
1502,03S3209N,PINE,18,25
1503,03S3209NW,FIR,8,36
1504,03S3209W,PINE,28,64
1505,03S3210N,PINE,12,115
1506,03S3210NW,PINE,7,106
1507,03S3211N,FIR,18,57
1508,03S3211NW,PINE,12,33
1509,03S3211W,PINE,42,5
1510,03S3212E,JUNIPER,20,120
1511,03S3215NW,PINE,24,32
1512,03S3215W,PINE,36,77
1513,03S3216N,FIR,10,32
1514,03S3216NW,ALDER,8,47
1515,03S3216W,FIR,16,65
1516,03S3217N,PINE,20,24
1517,03S3217NW,PINE,13,65
1518,03S3220N,PINE,10,211
1519,03S3220NW,PINE,5,29
1520,03S3221N,PINE,4,18
1521,03S3401N,PINE,16,39
1522,03S3401NE,PINE,12,57
1523,03S3406NW,PINE,11,39
1524,03S3406W,FIR,10,108
1525,03S3407W,WESTERN LARCH,8,11
1526,03S3418W,PINE,36,136
1527,03S3419W,PINE,5,9
1528,03S3430W,PINE,18,10
1529,03S3431W,PINE,30,40
1530,03S3221NW,FIR,10,33
1531,03S3221W,WESTERN LARCH,10,36
1532,03S3222N,PINE,44,35
1533,03S3222NW,FIR,18,112
1534,03S3222W,PINE,4,15
1535,03S33502N,WESTERN LARCH,10,60
1536,03S33502NW,PINE,10,33
1537,03S33502W,PINE,11,10
1538,03S33503NW,PINE,6,42
1539,03S33510NW,PINE,4,16
1540,03S33511N,PINE,8,13
1541,03S3223N,FIR,5,47
1542,03S3223NW,PINE,20,69
1543,03S3223W,FIR,9,13
1544,03S3224E,PINE,5,16
1545,03S3224N,PINE,10,156
1546,03S3224NE,PINE,10,60
1547,03S3224NW,PINE,20,25
1548,03S3224W,PINE,10,73
1549,03S3225E,WESTERN LARCH,8,96
1550,03S3225N,PINE,8,19
1551,03S3225NE,WESTERN LARCH,8,46
1552,03S3225NW,PINE,18,134
1553,03S3225W,PINE,20,115
1554,03S3226NW,PINE,13,61
1555,03S3226W,PINE,6,42
1556,03S3227N,WESTERN LARCH,12,21
1557,03S3227NW,WESTERN LARCH,12,29
1558,03S3227W,WESTERN LARCH,4,13
1559,03S3228N,PINE,4,42
1560,03S3228NW,PINE,32,35
1561,03S3228W,FIR,8,31
1562,03S3229N,PINE,8,41
1563,03S3229NW,FIR,10,75
1564,03S3232N,PINE,14,27
1565,03S3232NW,FIR,8,79
1566,03S3233N,FIR,10,20
1567,03S3233NW,PINE,36,157
1568,03S3312N,PINE,8,17
1569,03S3312NE,PINE,6,33
1570,03S3312NW,PINE,4,12
1571,03S3312W,FIR,34,53
1572,03S3313N,PINE,6,8
1573,03S3313NE,PINE,6,20
1574,03S33524N,PINE,10,8
1575,03S33524NE,PINE,8,210
1576,03S33524NW,PINE,30,106
