"Union County"	770	"NC"	"Charlotte-Concord-Gastonia"	"37"	"179"	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152784	154475	155396	157440	158099	158875	159516	160764	161607	162452	163018	163645	163977	164370	164915	165566	166464	167469	168336	168904	169410	169764	170342	170886	171710	172448	173089	173909	174618	175190	175586	176132	176870	177555	178019	178266	178605	179364	180080	180709	181016	181409	181499	181503	181612	181923	182361	182669	182992	183085	183358	183533	183915	183935	184077	184272	184584	185051	185173	185598	185848	186144	186220	186292	186523	186771	186793	186870	187012	187450	188145	188982	189784	190151	190175	190084	190283	190596	190931	191030	191197	191481	191824	192150	192480	192808	193245	193624	194204	195051	196065	197046	197838	198688	199746	200998	202075	202911	203347	204009	205002	206494	208178	210098	211637	212758	213248	213957	214700	215647	216599	217702	218798	220092	221201	222278	223122	223786	224390	224556	224455	223631	222965	222689	222621	221342	219731	218083	216861	215597	214917	214130	213468	211873	210139	208332	206946	205921	205194	204272	203566	202787	201596	200911	199793	199337	198388	197431	196803	196818	196337	195767	194196	192914	191157	189808	188702	187814	186336	184739	183458	182714	182360	181411	180335	178930	178122	176936	175619	174050	174429	176280	177771	178322	178162	178732	179401	179934	179933	180238	180794	182223	182991	183591	184374	185793	188181	190253	192814	194952	196995	198790	200899	202726	204240	204305	204322	204055	204224	204177	202939	202407	202331	203590	204694	205797	206995	207470	208087	208622	210132	211775	213749	215426	216711	217756	218599	219813	220561	221930	223175	224329	224638	224805	226116	227052	228642	229272	230458	231882	234441	237030	238423	238405	238029	238104	239630	241658	243686	245515	247693	249121	249836	250245	251600	253487	255719	257898	259198	260100	260635	262065	263377	264957	265597	265947	266209	266721	267424	268095	269040	270771	273585	274837
"Cabarrus County"	2159	"NC"	"Charlotte-Concord-Gastonia"	"37"	"025"	345	122177	122772	123332	123862	124376	124834	125267	125781	126321	126912	127429	128035	128696	129444	130107	130752	131348	132017	132750	133475	134019	134196	134035	134047	134378	135026	135531	136107	136669	137338	137878	138235	138632	138960	139819	140579	141520	142207	142719	142947	143168	143638	144355	145081	145768	146375	147073	147981	149030	150178	151048	151747	152139	152622	153158	153811	154552	155200	155596	155342	155076	154913	155395	155881	156464	156876	157135	157412	157730	158427	158711	158850	158880	159158	159260	159188	159220	159342	159657	159897	160370	160616	161102	161573	162211	162374	162514	162388	162495	162527	162759	163023	163336	163481	163428	163135	162763	162594	162508	162765	162868	163138	163416	163689	164028	164220	164770	165457	166291	166960	167509	167848	168430	168932	169497	169828	170310	170772	171248	171848	172623	173359	174174	175020	175958	176963	177903	178991	180033	181207	182320	183192	184065	184769	185415	185937	186737	187337	187659	187750	187955	188414	188013	187890	186453	185687	184639	184071	183120	182207	181316	180611	179265	178250	177186	176629	175873	175262	174394	174004	173489	172796	172297	172401	172866	172347	171331	170122	169760	169764	169335	168639	167281	166202	165177	164096	162847	161649	161038	160599	159529	158111	156846	156401	156230	155819	154923	153762	152841	152010	151731	151465	152042	152204	152656	152659	152491	152195	151523	150946	150272	150102	149794	150309	150491	151319	152132	153753	155625	157561	159672	161357	162745	163181	163893	163871	164321	163981	163963	163826	164146	164638	164100	163579	163717	165432	167996	170625	173116	174204	174771	174697	175030	175457	176132	177304	177844	178168	177587	177000	176710	177955	180115	182139	182977	183469	184633	186135	188761	190970	193191	194283	194847	195402	195509	195997	197094	198473	200662	202570	204264	205334	206562	207718	209100	210150	212167	214035	215658	216661	216747	217224	217182	218495	219440	221352	222300	223384	224320	224968	226117	227692	230124	231905	233260
"Onslow County"	1285	"NC"	"Jacksonville"	"37"	"133"	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97839	97684	96790	95869	95074	95368	95779	95673	95366	95886	97416	99086	99437	99550	99821	100892	101627	101696	101398	101335	101708	101865	102202	102766	103539	104140	104823	105536	105997	106249	106546	107092	107410	107539	107654	108184	109005	109867	110392	111187	112284	113594	114745	115683	117127	118621	120053	121214	122473	123965	125358	126609	127801	128878	129920	131029	132192	133490	134814	136244	137764	139221	140652	141891	143109	144007	144785	145467	146565	148233	150316	151652	152898	153737	154849	155696	156645	157536	158049	158590	159052	159275	158868	158555	158573	158801	159095	159316	159600	159796	159766	159550	159260	159002	158712	158464	158370	158381	158543	158526	158529	158360	158534	158941	159416	159956	160189	159696	159138	158816	159284	159389	159196	158680	158185	157787	157578	157356	156905	156319	155863	155233	154793	154125	153764	153497	153405	153300	152815	152137	151307	150657	150235	149826	149668	149333	149139	148876	148455	148042	147236	146364	146057	147460	148079	147558	145460	144373	143741	143519	143375	143599	143707	143621	142955	141974	141156	140730	140662	140698	140615	140548	140838	140987	140852	140257	140169	140061	140187	140036	139819	138950	138254	137473	137521	137685	138219	138412	138075	137631	137393	137882	138439	138790	138700	138653	138728	139010	139527	140056	140492	140527	141013	141735	142806	143873	144948	146101	146788	147366	147838	148549	149263	149989	150828	151487	152522	153753	155404	156906	158169	159612	160850	162134	162939	163438	164129	165222	166488	167143
"Johnston County"	2360	"NC"	"Raleigh"	"37"	"101"	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119313	118146	118054	117744	118411	118859	119168	119323	119878	120358	120646	119982	119562	119431	119718	121187	122598	124527	124165	124158	124094	125356	126583	127319	128561	129737	131153	131877	132207	132471	132850	133503	133952	134193	134427	135135	135759	136593	137162	137393	137431	137443	138385	139403	140359	140951	141239	141635	141817	141993	142272	142248	142502	142639	143260	143949	144741	145516	146048	146502	146868	147260	147705	147851	148199	148388	149087	149395	149882	150276	150882	151545	151972	152652	153047	153464	153551	153797	154156	154586	154892	155254	155831	156771	157733	158599	158931	158268	156818	155295	153383	152303	151883	153170	154212	155320	156142	157302	158259	159078	159498	159780	160214	160845	161613	162238	162966	163861	164583	165211	165702	166103	166382	166515	166826	167153	167269	167569	167734	167981	168038	168296	168710	169195	169383	169334	169079	168805	168384	167666	166729	166086	165435	164625	162385	160303	158453	158270	158688	158943	158931	158356	158231	158272	158708	158728	159265	159377	160127	160178	160358	160554	160424	160114	159603	159262	158728	157870	156895	155989	154643	152857	151467	150616	149995	149264	148644	148242	147664	147554	147845	148777	149868	150640	150880	150383	149953	149831	150023	149581	149080	148315	148113	147804	148434	150028	152265	153655	154348	154166	153881	153859	153999	154596	154430	154875	154840	155235	154737	154685	154740	155360	156109	156829	157447	157688	158524	159046	160464	160875	162105	162241	162426	162163	162184	162781	163582	164450	165403	166665	167279	167626	167782	168929	170500	171744	172719	173307	173836	174445	175199	176381	177696	179132	180502	181426	181970	182147	182643	183516	184388	185414	186127	186826	187316	188004	188974	189987	191405	192741	194176	195522	196889	198181	199099	200280	201465	202657	204004	205432	206558	207244	207718	207724	207955	208360
"Pitt County"	283	"NC"	"Greenville"	"37"	"147"	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132838	133001	133129	133453	133748	134137	134300	134631	133680	132653	132145	132224	130716	127079	124210	122836	123217	123372	123972	124493	125220	126189	126888	127608	128244	129092	129854	130822	131448	132042	132594	133405	134507	135115	135581	135924	136200	136502	136391	136116	135878	135975	136386	136684	136731	137002	137653	138416	139086	139623	139808	139757	139312	139203	137794	136588	135282	135198	134869	134432	134007	133596	133145	132492	131616	130740	130096	129664	129388	129241	128991	128764	128455	128346	128370	128417	128732	128998	129335	129431	129397	128940	128176	127393	126959	126797	126349	125875	125237	125006	124729	124681	124397	124029	123467	122855	122428	122654	123219	123488	123235	122500	122108	121534	121423	121091	120865	120667	120505	120758	120993	121196	121169	120886	120683	120489	120511	120772	121121	121372	121625	121947	122328	122441	122272	122202	122158	122205	122102	121648	121537	121481	121908	122055	121941	122026	121874	121891	121542	121329	121282	121155	121086	121105	121531	122010	122303	122447	122755	123074	123353	123522	123831	124299	124613	124797	124841	125124	125625	126239	126855	127428	128057	128407	128847	129070	129315	129446	129926	130713	131496	131958	132376	132559	132887	133265	134032	134745	135367	135809	136455	137097	137890	138354	139005	139483	140134	140547	141066	141582	142104
"Davidson County"	2242	"NC"	"Winston-Salem"	"37"	"057"	376	85265	85562	85790	86088	86433	86767	86848	86776	86533	86702	87037	87871	88552	89358	90287	91139	91780	92331	93098	94005	94954	95615	96053	96090	96636	97416	98365	98736	99106	99678	100328	100769	101043	101145	101492	101923	102550	102994	103122	103402	103643	103722	103849	104038	104495	104759	105033	105408	105887	106325	106740	107192	107597	108331	109010	110041	110768	111376	111539	111808	112005	112598	112775	113012	113209	113317	113565	113402	113490	113449	113391	112836	112339	112267	112681	113175	113360	113779	113960	114194	114184	114341	114411	114441	114281	114173	114369	114788	115230	115178	115237	115536	116193	116647	116915	116870	116744	116586	116540	116921	117556	118557	119298	120128	120921	121636	123347	124645	125112	124058	123193	123129	123537	123911	124245	124330	124533	125015	125617	126014	126465	127128	128185	129081	129531	129840	130162	130711	131169	131442	131475	131472	131627	131897	131960	132042	132313	132704	132773	132734	132780	133155	133346	133486	134272	134936	135688	134956	134250	133465	133289	133171	132971	132534	131897	131302	130859	130571	130073	129267	128346	127443	126753	126149	125570	125150	124746	124445	124165	123933	123780	123599	123374	123161	122868	122491	121944	121284	120660	120029	119428	118960	118626	118420	118309	118302	118156	117953	117567	117446	117271	117134	116968	116801	116710	116655	116748	116812	116923	117010	117157	117335	117418	117490	117486	117486	117444	117414	117509	117165	116858	116538	116612	116722	116914	117332	117738	117875	118005	118160	118573	119056	119830	120474	120937	121397	121846	122483	122753	123129	123121	123246	123368	123662	123734	123687	123649	123792	124178	124726	125276	125781	126125	126522	126971	127570	128182	128693	129138	129440	129951	130457	131370	132211	133004	133584	134123	134607	135114	135335	135831	136152	136790	137400	137435	137372	137283	137907	138382	139000	139561	140846	141899	143277	143884	144891	145742	146943	148002	149087	150026	150654	151172	151738	152474
"Iredell County"	1789	"NC"	"Charlotte-Concord-Gastonia"	"37"	"097"	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128888	127270	128437	128969	131152	132278	133965	135409	136553	137473	138364	139202	140003	141070	141918	143005	143954	144987	145762	146494	147096	147922	148397	148925	149315	149903	150636	151357	152065	152776	153261	153456	153752	154398	155288	156501	157184	157861	158052	158629	158836	158804	158845	159284	159849	160764	161155	161815	162305	163146	163548	163266	162999	162541	162686	162827	163246	163013	162937	162951	163398	163604	163610	163932	164312	165095	165419	165909	166310	166965	167424	167905	167976	168283	168327	168855	169301	170086	170804	171578	172076	172532	172874	173389	173900	174393	174967	175289	175795	176169	176770	177595	178608	179565	180369	181014	181713	182405	183149	184043	184967	186213	187511	189074	190302	191487	192123	192867	193805	195294	196495	197676	198980	200923	202509	203396	203769	204311	204716	204779	202527	201002	200039	201229	200935	199621	197924	197512	197628	196623	195708	194487	194274	193471	192038	190117	187674	185920	184774	184381	184082	184225	184575	184823	184619	183874	183231	183382	183098	183076	181973	180595	178834	176862	175867	175202	175043	174536	173530	171780	169584	167903	166342	165465	165096	164798	164222	162933	163106	163741	164432	164190	164479	165534	166568	166613	165927	165504	165171	165630	165506	166546	167402	168939	169804	170297	171392	172060	172300	171349	170561	170250	171327	171634	172246	171888	172627	173193	172988	173268	173810	175394	176482	178037	179765	181216	181902	182361	182938	183083	183502	184279	185040	186225	186745	187863	187994	189377	190232	190559	190214	190501	191877	192265	193514	194352	196403	197512	199492	200726	202194	203401	204788	205352	205561	205740	206309	206717	207409	206642	205774	204754	205408	206296	207511	208479	209842	210949	212104	212995	213993	214817	215248	215844	216146	217159	217960	219263	219728	219856	220006	220865	221926
"Catawba County"	1604	"NC"	"Hickory-Lenoir-Morganton"	"37"	"035"	404	94867	95246	95601	95964	96205	96525	96826	97300	97869	98487	99025	99396	99639	99981	100365	100872	101394	102125	102861	103228	103462	103506	103664	103851	104147	104484	104955	105519	106041	106426	106910	107523	108145	108557	109025	109361	109745	110103	110319	110662	110938	111210	111335	111550	111940	112224	112516	112656	112869	113124	113835	114701	115402	116122	116736	117569	118239	119178	119662	119964	120057	120206	120387	120487	120767	120821	120886	120997	121322	121662	121909	122095	122027	122058	122156	122233	122366	122277	122366	122286	122328	122543	122686	122673	122193	121724	121474	121800	122207	122662	122800	122978	123093	122979	122705	122301	122344	122329	122450	122441	122802	123350	123823	124251	124701	125392	126246	126917	127406	127792	128331	128925	129323	129791	130330	131029	131543	131967	132050	132187	132481	133093	133596	134146	135285	136000	137039	137392	137994	138039	138266	138781	139437	139831	140343	140720	141150	141410	141470	141466	141760	141911	142109	141830	141685	141192	140904	140639	140241	139642	139212	139055	138850	138376	137927	137404	136610	135392	134023	132930	132133	131175	130404	129756	129996	130173	130349	130054	129748	130834	131821	132564	131950	131356	130734	130130	129296	128569	127793	127469	127198	127120	126814	126079	125512	125008	124892	124436	123763	123447	123454	124013	124104	123976	123412	123153	122783	122668	122631	122643	122639	122772	122906	123297	123735	124139	124005	123808	123738	123972	123910	124018	123985	124150	124375	124717	125189	124818	125037	125065	125409	125507	125335	125440	125097	125240	125398	125677	125995	126312	126546	126586	126558	126637	126825	127241	127845	128513	129254	129938	130537	131113	131754	132674	133470	134322	134970	135587	135901	136144	136535	137162	138055	138923	139587	140000	140525	141264	142207	142986	143736	144325	145190	146377	147913	149555	151097	152277	153323	154214	155207	156239	157245	158145	159045	160073	161380	162434	163320	164086	165153	166547	167803	168865	169675
"Alamance County"	2117	"NC"	"Burlington"	"37"	"001"	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129547	130230	131170	132411	133331	133391	133468	132899	132713	132181	132646	132598	132476	131641	130756	130509	130925	132052	133027	134777	135702	136813	136623	137536	138345	139737	140570	141677	142285	142951	142808	142164	142274	142974	144667	146332	148412	150198	151019	151051	150944	151152	152066	153598	154872	155491	155486	155247	155157	155285	156431	157728	159167	160206	161417	162287	163084	164162	165239	166099
"Randolph County"	2495	"NC"	"Greensboro-High Point"	"37"	"151"	434	0	0	0	0	0	0	85635	85788	85929	86362	86786	87283	87747	88432	89122	89688	90078	90530	91050	91510	91687	92137	92449	92931	93056	93359	93464	93664	93843	94187	94541	94923	95320	95617	95967	96252	96625	96800	97185	97523	97996	98359	98730	99172	99598	100155	100579	101016	101239	101878	102286	102968	103405	104274	105063	105907	106540	107205	107601	108032	108321	108696	109007	109253	109652	109913	110241	110267	110249	110263	110222	110360	110452	110765	111299	111959	112437	112653	112620	112841	112954	113255	113437	113787	113936	113928	113876	113828	114170	114611	115189	115475	115754	116117	116439	116543	116365	116025	115911	115988	116161	116131	116104	116364	116550	116832	117017	117414	117547	117829	118082	118478	118971	119566	120281	120855	121223	121735	121909	122218	122382	122802	123235	123727	124197	124446	124526	124561	124715	125029	125282	125614	125723	126108	126425	126555	126588	126689	127014	127228	127388	127565	127591	127636	127938	128376	128788	128654	127965	127241	126562	126252	127607	129129	130568	130245	129615	128919	128082	127311	126560	125807	125061	124409	123792	123346	122911	122620	122283	122047	121806	121572	121291	121007	120698	120279	119759	119185	118626	118130	117525	117120	116758	116590	116461	116377	116134	115835	115436	115292	115156	115081	114951	114812	114737	114699	114748	114768	114832	114946	115114	115396	115525	115682	115653	115645	115583	115584	115714	115823	115944	116055	116238	115274	115561	115871	117309	117488	117626	117807	118242	118698	119185	119448	119726	118692	117545	116443	116669	116906	116665	116594	116541	116928	117127	117326	117497	117762	118082	118698	119315	120018	120995	121923	122944	123349	123896	124297	124870	125504	126289	126942	127484	127788	128139	128270	128567	128861	129158	129375	129510	129991	130626	131385	132160	132793	133622	134287	134755	135037	135342	136178	137075	138048	139009	140097	141245	142120	143147	143925	144497	145377	146160	146977	147075
"Rowan County"	701	"NC"	"Charlotte-Concord-Gastonia"	"37"	"159"	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104642	104555	104588	104503	104580	104765	105201	105730	105966	106259	106752	107744	108877	109745	110526	111159	111671	111871	111688	111577	111560	112639	113661	114823	115048	115345	115547	115814	116293	116756	117536	118093	120109	120585	121243	120367	120986	121908	122747	124205	125237	126670	127434	128441	128568	129225	129450	130360	130838	131711	132991	133919	134636	135285	135949	136564	136607	136981	137723	139128	140061	141077	141988	143035	143609	144247	145363	146810	147961	148557	148850	148730	148880	148585	148348	148037	148677	149101	149500
"Robeson County"	2001	"NC"	"Lumberton"	"37"	"155"	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59984	60090	60202	60443	60626	61093	61540	62028	62258	62469	62716	62955	63132	63341	63477	63621	63784	63894	64047	64098	64247	64429	64557	64755	64963	65273	65533	65779	66023	66167	66300	66420	66598	66782	67076	67450	67909	68280	68676	69024	69407	69632	69838	70027	70280	70566	70853	71048	71199	71271	71425	71635	71846	72028	72182	72395	72631	72777	72788	72689
"Orange County"	1289	"NC"	"Durham-Chapel Hill"	"37"	"135"	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189447	190068	190005	191226	192563	194371	195024	196081	197423	199690	201278	202674	203737	204821	205703	206152	206389	206846	207289	207550	207650	208309	209177	210115	211018	212153	213011	213796	214605	215589	216110	216257	216293	216099	216487	217028	218051	218762	219536	220301	219728	220127	220421	221959	223046	223960	225012	226300	227199	228178	227776	228458	229400	231390	232659	234479	235963	239253	240912	243414	244637	246036	247737	249656	253285	255020	256479	256307	257063	257896	259275	260471	262580	264017	265357	264295	264417	264854	267143	268004	268792	269300	270487	271379	271846	272834	273756	274664	275503	276272	276669	276070	275796	274901	274058	272372	271654	271425	271147	270225	267722	265597	263930	262402	260680	259284	259168	260354	258293	256392	256735	259449	262958	262579	263212	264512	265986	265826	263554	261087	259835	259181	258687	258096	257128	256675	255647	254791	253799	251246	247930	244502	242830	241484	239790	238384	237679	237526	236072	235295	233311	232878	234989	239197	244132	245112	245823	246069	246769	247529	250214	252368	254052	253972	254352	254175	253777	253622	254373	255074	255999	257928	259045	259080	258553	259128	260363	260512	259522	259178	258832	259081	259291	258494	259315	259637	261342	261793	262292	262482	262940	264114	265544	266442	266124	265882	264950	264745	264564	265768	267450	269333	270601	271041	271392	272159	272568	272967	273641	276286	279953	282354	283339	282622	283219	284672	286326	287664	289630	291877	294052	295476	297027	298452	299591	300233	301496	302879	303985	304798	305741	307204	308069	308948	309708	311146	311325	312151	312698	314560	316409	317313	316954
"Wayne County"	794	"NC"	"Goldsboro"	"37"	"191"	493	88901	89163	89483	89809	90064	90253	90502	90833	91272	91734	92142	92483	92798	93193	93621	94042	94487	94934	95376	95708	96012	94934	93896	92970	93347	93738	93952	94062	93587	93449	93338	93764	93791	93605	93735	94054	94686	94971	95344	95697	96131	96380	96547	96789	97031	97411	97820	98224	98609	98896	99288	99747	100311	100711	101044	101403	101979	102792	103285	103738	103879	104194	104290	104562	104772	105126	105362	105521	105722	105953	106277	106438	106521	106798	107100	107506	107678	107900	108015	108235	108520	108915	109285	109571	109742	109850	109950	110060	110273	110535	110870	111205	111597	112079	112497	112843	113053	113281	113621	114056	114634	115219	115848	116444	117099	117888	118516	119061	119372	120018	120688	119619	118459	117237	117562	117493	117343	117745	118239	118746	118875	119181	119375	119705	119789	119962	119885	120031	120124	120319	120188	120026	119219	118256	117210	116953	117228	117384	117513	117519	117322	117437	117535	118371	118817	119135	119311	119341	119438	119304	119129	118887	118730	118756	118690	118447	117809	117119	116420	115818	115254	114655	114022	113413	112909	112626	112419	112224	112082	111957	111910	111773	111599	111437	111185	110845	110355	109721	109142	108611	108117	107756	107462	107460	107503	107659	107421	107135	106612	106526	106452	106507	106448	106375	106364	106404	106475	106524	106526	106628	106808	107126	107273	107350	107311	107340	107424	107550	107744	107856	107962	108046	108297	108708	109109	109434	109685	109995	110344	110711	111124	111512	111887	112211	112612	113056	113562	113972	114291	114585	114916	115361	115799	116286	116681	117008	117434	118056	118797	119395	119754	120131	120480	120915	121362	121839	122310	122655	123183	122119	121115	119689	120257	120494	120831	120651	120750	121167	121500	121826	121843	122130	122375	122795	122797	123134	123714	124661	125163	125207	125173	125124	125071	125115	125374	126050	126609	126731	126474	126284	126432	126796	127117	127361	127763
"Harnett County"	1762	"NC"	"Dunn"	"37"	"085"	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138762	138839	139463	140665	142092	143506	144958	145811	146923	147572	148621	149437	150269	151024	151698	152556	153713	154291	154814	155394	156010	156689	157293	158101	158299	158414	158689	159407	159738	159561	159798	160567	161427	161924	161965	162076	161268	160632	159894	159915	160073	160028	160015	159991	159893	159731	159353	159605	159933	160275	159949	159067	157713	157759	157709	157550	156425	156418	156552	156404	155532	154729	154464	154392	154908	155108	155655	156067	156574	154700	152381	149856	150647	152021	153440	153077	152786	152616	153036	153259	153525	153381	153070	152570	151734	150423	146968	144136	141758	141569	141550	141755	142037	142247	143185	143368	143232	142398	142723	143090	143333	142499	140938	139200	138500	140058	141887	144606	147624	150676	152985	153311	153845	153935	154468	154712	154700	153646	152809	151154	150000	148787	148882	149565	149822	149985	149640	149695	149573	150609	151455	152346	152400	152526	152538	152921	152952	153467	153368	153907	153985	154548	154958	155677	155990	156407	156692	157407	157999	158413	159238	159947	160765	161239	161749	162287	161992	161561	161548	162101	162975	163071	163119	163101	162921	162539	161920	162246	163154	164720	166102	167594	168677	169770	170636	171523	172881	174395	176048	177212
"Brunswick County"	2640	"NC"	"Myrtle Beach-Conway-North Myrtle Beach"	"37"	"019"	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171482	171607	173502	177039	181115	183819	185151	186007	186801	186551	186728	186628	186608	186733	187819	191797	196138	199968	204709	209157	213337	214877	217155	221587	226018	230864	236369	242655	248878	253092	257057	260472	263592	266882	270602	274439	278584	282243	285885	288942	291731	294936	297596	300169	301927	303752	305420	306548	307261	307209	306153	304869	302888	301795	300046	299099	298630	299173	299925	300282	300307	298604	296137	293144	290781	288778	286368	283972	281499	280114	278207	275560	272196	269333	266618	263555	260248	257475	255477	254175	253463	252966	252304	251128	249782	248843	247633	245548	243221	241464	240074	238309	236033	233592	231369	229501	228197	227407	226004	224189	221759	220374	219581	219067	218031	218357	216570	213179	209368	208031	208297	207623	207191	207253	207831	208289	208024	207827	207899	208466	208479	208375	208790	209713	210224	211119	211567	212999	214305	216208	217204	218489	219474	220245	220128	219803	220030	220337	220728	220736	220735	220626	221107	221202	222215	222172	221985	221706	222285	222881	222421	221189	221330	222053	224039	225615	228268	230280	231589	231617	231327	230919	231260	231667	232652	232491	232445	232764	233484	234496	235164	235548	235945	236521	237338	238329	239373	241139	242919	244849	246548	248341	249506	251153	251783	252446	253003	254593	256313	257774	258483	259913	260788	261900	261945	260822	260355	260132	261020	261521	262390	263489
"Henderson County"	2719	"NC"	"Asheville"	"37"	"089"	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159820	159899	161198	162605	164005	166084	168117	171420	171308	171424	170487	171207	171956	173145	174536	175989	177225	178480	179865	181143	182433	183756	185331	186920	188393	189333	190380	191603	193085	194429	195797	197256	198969	200781	202791	204357	205610	206390	207449	208655	211503	214461	217518	217302	217047	216529	217822	218605	219021	220454	221178	221582	220538	219670	219015	218287	217642	216487	214961	213479	212182	211084	209912	208628	206778	204786	202916	201428	200452	199451	198669	197993	198159	198587	197443	195792	193970	193243	192526	191840	191437	190850	190058	189244	188413	187412	186342	185430	184831	184395	184129	183655	183342	182890	182921	182763	182521	182058	181621	181363	181224	181104	181072	181120	181480	181931	182494	182920	183211	183277	183228	183167	183190	183162	183147	183394	183990	184643	184975	185067	185175	185662	186657	187647	188506	188905	189299	189681	190473	191339	191885	192118	192398	193148	194537	196330	198202	199412	199640	199616	199756	200692	201941	203290	204615	205881	207171	208703	210318	211936	213383	214957	216527	218389	220075	221841	223080	224244	225468	227040	228726	229928	231107	233503	236518	239479	241350	243083	245194	246830	248305	249554	251045	252151	253527	254895	256750	258067	259761	261246	262505	263450	263869	264230	264248	264307	264626	265194	266379	267201
