Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=30 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m² upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m² (severe obesity),Prevalence of BMI>=35 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m² upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² (underweight),Prevalence of BMI<18.5 kg/m² lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m²,Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m²,Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m²,Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m²,Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m²,Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI >=40 kg/m² lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m² upper 95% uncertainty interval
United States of America,USA,Men,1985,25.9934170314609,25.6041577302597,26.400757350851,0.148250446882923,0.116563757481264,0.184298965155351,0.0263075108140815,0.0174174518186305,0.0378694197802511,0.0124603301702677,0.00753784114715502,0.0189012123559724,0.0331341920521789,0.0226315995431539,0.0467992005560963,0.414368179966774,0.368552392532783,0.459750879117638,0.391786851027857,0.346560978399121,0.438088633881249,0.121942936068841,0.0916951830607988,0.156215631234336,0.0205372943869009,0.0123240567105303,0.0309699021523744,0.00577021642718057,0.00286149003597837,0.0101308820942297
United States of America,USA,Men,1986,26.0877010092918,25.6978975183753,26.4984987913179,0.153409420625846,0.121716270315564,0.189265392090297,0.0281840662257952,0.0188862619776545,0.0401548656780966,0.0119984108579018,0.00725902650156493,0.0181919942899268,0.0320054893664578,0.0219300141798013,0.0451964103436506,0.40855427468806,0.363547950324582,0.452994882400752,0.394032404561735,0.349878043372765,0.439129967680709,0.125225354400051,0.0946801576142774,0.15954461818992,0.021853234342715,0.0134029996260732,0.0328012836203375,0.0063308318830802,0.00318281200648923,0.0109592883135421
United States of America,USA,Men,1987,26.1855758919687,25.7953859614301,26.5889009428605,0.158783979643778,0.126830147505911,0.194517241534103,0.0301983497071053,0.0205759452851978,0.0424819856259068,0.011566147699516,0.00700142256430027,0.0175327892469152,0.0309139916566999,0.0210934961266186,0.0436460747055459,0.402632936496484,0.358357557885729,0.446066297061125,0.396102944603522,0.352140593873023,0.440103598370702,0.128585629936673,0.0981698853329493,0.1630849683182,0.0232490784766275,0.014452206519807,0.0346399696567815,0.0069492712304778,0.00351795281297958,0.0119159671940443
United States of America,USA,Men,1988,26.2874961874136,25.8983712350912,26.6810779282947,0.164362165749691,0.132164540113749,0.200403520845645,0.0323591448861796,0.0222397369706445,0.0452387278791348,0.0111613590458349,0.00675906501243235,0.0169813812821273,0.0298597247515689,0.0203712168885593,0.0421102099479267,0.396617092301435,0.353154076529522,0.439373091843745,0.397999658251469,0.354218941422489,0.441378169383092,0.132003020863512,0.100756615240593,0.166365467377721,0.0247307978727047,0.0156011409995864,0.0366105191644501,0.007628347013475,0.00389128021877213,0.0129778764852002
United States of America,USA,Men,1989,26.3938032780759,26.011063411897,26.7784851724605,0.170136175815705,0.137532786069788,0.206537265557856,0.0346791545294132,0.0239423243478159,0.0484597385243725,0.0107802083236988,0.006527518923949,0.0164284596886422,0.0288458850175806,0.0196605330259203,0.0406851681416174,0.390545788226614,0.34752738997732,0.433045671361692,0.399691942716402,0.356874568027741,0.442732190530669,0.135457021286292,0.103744315202138,0.169968034577326,0.026302211832237,0.016767301927213,0.0386010251380518,0.00837694269717618,0.00431899705573476,0.0142773844217187
United States of America,USA,Men,1990,26.5045893815664,26.1278558736843,26.883166997977,0.17610338847665,0.143142164089648,0.212807141208586,0.0371596495909014,0.0258214027888841,0.0516942564650716,0.0104211891449726,0.00628319500310455,0.0158876155562455,0.0278665342454638,0.0190016001471708,0.0393392928922514,0.38439517292911,0.342345727876952,0.426551155871167,0.401213715303804,0.358911675176352,0.443865156578031,0.138943738885748,0.107091932765258,0.173893856080613,0.0279604009332177,0.0179273864144027,0.040742721044523,0.00919924865768377,0.00478662194558124,0.0156436645648611
United States of America,USA,Men,1991,26.6207341781087,26.2546343701233,26.9880825941652,0.182365010609979,0.14875149277182,0.219640796258516,0.0398413487944804,0.0279530190526439,0.0550637980304993,0.0100745900803971,0.00610405846072519,0.0154310418259687,0.0269082583212622,0.0183752455671278,0.0379563973194868,0.378068221386915,0.337079683388105,0.419298757157856,0.402583919701446,0.361119289142588,0.445070986877544,0.142523661815498,0.110432997684595,0.177817571496899,0.0297339076495583,0.0191768534703022,0.0431160688610679,0.0101074411449221,0.00529783464991794,0.0170413844243049
United States of America,USA,Men,1992,26.7414112664105,26.381481694029,27.1026674248767,0.188895996728482,0.155344396214866,0.226684252212675,0.042727642568484,0.0301543319309993,0.0588483917770216,0.00973933262806641,0.00592043978755118,0.0149060501197915,0.0259728996362856,0.0176217178552314,0.0366114878417923,0.371580462941656,0.331248444413333,0.412432578227325,0.40381130816551,0.363182801617496,0.446041363017937,0.146168354159998,0.11404601152517,0.181481816317659,0.0316194361490247,0.0204658632048861,0.0456611259800026,0.0111082064194593,0.00586033490255551,0.0186188933255736
United States of America,USA,Men,1993,26.865550644746,26.5079200358945,27.2245916356566,0.195690708049578,0.16169695040979,0.233375783859857,0.0458181573829376,0.0325909559943931,0.0628415067409596,0.00941583796314372,0.00570286716579023,0.0144029310823672,0.0250630370818771,0.0171004883416886,0.0352631930607789,0.364986917273583,0.325466486694891,0.404760371861289,0.404843499731818,0.364096571687595,0.446448668477159,0.149872550666641,0.117462718422825,0.185656603564963,0.0336180934629663,0.0219144531324861,0.0483297565298739,0.0122000639199713,0.00653813570114638,0.0202557330722003
United States of America,USA,Men,1994,26.9927218180659,26.6418704090553,27.3436330869528,0.202719666054873,0.168130096383521,0.240642420466289,0.0491187921252324,0.0351138749264784,0.0670968077775508,0.00910225984299165,0.005532728476128,0.0138592669713346,0.0241770711844098,0.016410149656187,0.0339863291178974,0.358316953967572,0.319244168540427,0.397814687102146,0.405684049050154,0.365331197232082,0.44724095778375,0.15360087392964,0.121173356792281,0.189622207996629,0.035727248883804,0.023437033299798,0.051176321812867,0.0133915432414284,0.00722986074148408,0.0220992545051714
United States of America,USA,Men,1995,27.1215325491186,26.7776776618532,27.4596229023613,0.209946769976432,0.174810329801905,0.248106525477212,0.0526300130569013,0.0378700681029551,0.0713273037347174,0.00879888596278351,0.00535867467957981,0.0133168979675505,0.0233191865954395,0.0158596704866994,0.0326812324480811,0.351588112266087,0.313190327620637,0.390326280985815,0.406347045299258,0.366332278922918,0.447852311677912,0.15731675691953,0.124433922831395,0.193023915037223,0.0379438694362978,0.0250786496504619,0.0542316806744171,0.0146861436206035,0.00803428704002774,0.0239940330957184
United States of America,USA,Men,1996,27.2506871347069,26.920115983034,27.5772401728933,0.217326865041985,0.181764476407241,0.25561498982909,0.0563222127153871,0.0407954027004176,0.0755775165137583,0.00850522703291567,0.00520575389459574,0.0128300765329718,0.0224942189634855,0.0152942757269147,0.0315197750131306,0.344858408036782,0.307746548714707,0.382801913402115,0.406815281024832,0.367056731953882,0.447725431334067,0.161004652326598,0.127845596464992,0.197039939452578,0.0402393540720409,0.0268210539980997,0.0570095687881212,0.0160828586433463,0.00890246303623433,0.0259701404235523
United States of America,USA,Men,1997,27.3796474197658,27.0636310972572,27.6987226066861,0.224868320267314,0.189105769171552,0.262891319719729,0.0601971229745759,0.0438224026443746,0.0800847280386414,0.00822312955650362,0.00502088481525937,0.0123867311564269,0.0217012115026712,0.0147402913193945,0.0303341303025192,0.338142928762123,0.301348795230146,0.375168678624701,0.407064410011388,0.368304434289309,0.447618314188334,0.164671197292738,0.13164574333292,0.200694966635922,0.0426134229701973,0.0285985836987126,0.0599324195828661,0.0175837000043786,0.00991206198656333,0.0279508746474668
United States of America,USA,Men,1998,27.5078729559192,27.2059708291118,27.8146900572043,0.232511424325579,0.196618300252555,0.270826830226468,0.064237785575469,0.0471819157389958,0.0846457589174492,0.00795288032365161,0.00489167833812101,0.0119260768620321,0.020939173425177,0.0142410491776814,0.029362464622805,0.331474434624511,0.295192116795643,0.367457786772746,0.407122087401082,0.368175395893782,0.446880131825901,0.16827363875011,0.135172297542415,0.204183720447452,0.0450584116088511,0.0304670658803626,0.0627671655850042,0.0191793739666179,0.0109896952090968,0.0299999036674834
United States of America,USA,Men,1999,27.6353754248521,27.341697273346,27.9246319128792,0.240245469533467,0.204682513716484,0.278690002907398,0.0684388508320847,0.0505203860677262,0.089498937475369,0.00769536713889041,0.00474676251197451,0.0115247742867275,0.0202111019851725,0.0137466332440741,0.0282794318128398,0.324881522024454,0.289582488467574,0.360161229125179,0.406966539418016,0.36851207954097,0.445834022938015,0.171806618701382,0.138804140436851,0.20733817030766,0.0475728354228033,0.0324820325609586,0.0659476268967462,0.0208660154092814,0.0121894844287228,0.0324959163985577
United States of America,USA,Men,2000,27.7617066236535,27.4780269585481,28.0407306075425,0.248030188984582,0.212806402955908,0.286249695762101,0.0727766519442255,0.0541714675103818,0.0946337651069019,0.00744864954773893,0.00464616907861047,0.0111518521735658,0.0195133123636434,0.013378240983514,0.0273600149094553,0.318401196746017,0.284308559535973,0.353066915931657,0.406606652458019,0.368326432740515,0.445371499770679,0.175253537040357,0.142466238344991,0.210551695775854,0.0501414461913198,0.034507480603639,0.069137117967235,0.0226352057529058,0.0134327196183947,0.0347695697735257
United States of America,USA,Men,2001,27.8852442272086,27.6127664867114,28.1534300420458,0.255742910632991,0.220565910355066,0.293684079693302,0.077198776506864,0.0577835766069177,0.0994825378987318,0.00721794423441437,0.00451256006556188,0.0108084454104827,0.0188585440895972,0.0129789877926512,0.0263901629029804,0.312130116148048,0.279115522396543,0.346301955605022,0.40605048499495,0.368331525030951,0.444259363629393,0.178544134126127,0.145749555200988,0.213719306331268,0.0527239194395079,0.0366321717837791,0.0721981522288474,0.024474857067356,0.0147964604093136,0.0372285173453208
United States of America,USA,Men,2002,28.0048643877006,27.741114721062,28.2676271461185,0.263360795311203,0.2278296221325,0.300928198914741,0.0816923098000445,0.0618124267824839,0.10460941256056,0.00700303633430025,0.00437465855112456,0.0105065014888252,0.0182425658275056,0.0125543334743114,0.0253839130912206,0.306089806077858,0.273466300298877,0.339063525254082,0.405303796549133,0.367925020114644,0.443423097506029,0.181668485511159,0.149074027389947,0.217064233198069,0.0553160966484875,0.0387348002745677,0.0751060823227697,0.0263762131515569,0.0161453429010729,0.0399017457686117
United States of America,USA,Men,2003,28.1202279222653,27.8670682454215,28.375235053894,0.270887692642053,0.235176316149975,0.308225901184049,0.0862579519724042,0.065874778966091,0.109709989221366,0.00680095122905938,0.00426629085295638,0.0101917919760201,0.0176596878412037,0.0122102575518866,0.0245303985770771,0.300246485480737,0.268144823484058,0.332833226343902,0.404405182906947,0.367577604899079,0.441900080016365,0.184629740669649,0.152019728690315,0.219637423438599,0.05791836772538,0.040944257518703,0.0783539368227311,0.0283395842470242,0.017811851551881,0.0421567506922664
United States of America,USA,Men,2004,28.2306353210778,27.9802323219305,28.4806562157503,0.278322714787465,0.242437715540319,0.315457036665891,0.0908701887345868,0.0701172611829672,0.11504583456503,0.00661010992744754,0.00417651158905954,0.00990069688604113,0.0171084711130844,0.011888499067901,0.0237079183485993,0.294603369887893,0.262870793905038,0.326722281511146,0.403355334384111,0.367179601171845,0.440448893571211,0.187452526052878,0.154892926791993,0.222310748559547,0.0605103863487124,0.0430444215349292,0.0812576531926896,0.0303598023858744,0.019488284880367,0.0448148512739392
United States of America,USA,Men,2005,28.334788408631,28.0907819621039,28.5834062053754,0.285671294472614,0.249414958388807,0.323547138047979,0.0955258247245167,0.07388187763796,0.120705941189461,0.00642984262102322,0.00407025476434238,0.00958143282075589,0.0165875394299896,0.0115353318673459,0.0228326047997717,0.289162523623417,0.257624709586722,0.321106916121451,0.402148799952956,0.365675340766118,0.438985948124634,0.190145469748097,0.157740934147777,0.225028058349922,0.063091569455111,0.0450840020901305,0.0847243324384929,0.0324342552694057,0.0210480299176654,0.0473713149890303
United States of America,USA,Men,2006,28.4330464122792,28.1912316983539,28.6752407554772,0.292944304941931,0.256433948867947,0.331060971147635,0.10022869070345,0.077819971049726,0.125919319557272,0.00625908401940202,0.00394588589947131,0.00934437188039984,0.016092891470582,0.0111970291175458,0.0222198318045282,0.283900978717282,0.25245270477322,0.315162655974855,0.400802740950802,0.364499514718506,0.437264680046863,0.192715614238481,0.160273660477265,0.227564297492283,0.065673552307753,0.0472384652726499,0.0878892751710778,0.0345551383956973,0.0224210933789567,0.0502238588369224
United States of America,USA,Men,2007,28.5240397447481,28.2767451452156,28.7642538362989,0.300161006423283,0.264023604565992,0.338820003050584,0.104987686376721,0.0815253596003553,0.131318873797453,0.00609610762670437,0.00385323556960142,0.00915908338189497,0.0156234400722829,0.0108958548461147,0.0215789530370269,0.278793909557062,0.247052037885339,0.310192561361642,0.399325536420667,0.362316336574598,0.436148987192255,0.195173320046562,0.162522844225024,0.230007838550699,0.0682607801576567,0.049460699013244,0.090734654957585,0.0367269062190648,0.0239919403380239,0.0532252820256661
United States of America,USA,Men,2008,28.6070915591425,28.3595317377307,28.8522298533729,0.307331939616717,0.270794417266171,0.346211171340965,0.109809973166447,0.0855044710315003,0.1373813690216,0.00594001858266305,0.00374845069053432,0.00896766372235959,0.0151756808606315,0.0105240143897552,0.0211123554502551,0.273836662167405,0.241777904655868,0.305544231519996,0.397715698872584,0.360470721204451,0.434617842686933,0.19752196645027,0.164691534645492,0.232789624608397,0.0708486407413061,0.0513296297641055,0.0939453194364583,0.0389613324251405,0.0254768831667077,0.0562489439405619
United States of America,USA,Men,2009,28.6809262212492,28.4245365738639,28.9379736189232,0.31448026300079,0.276603617753077,0.353995958611729,0.114692575043872,0.088971635311266,0.14384830572279,0.00578971714536372,0.00357942136230366,0.00877623596648028,0.0147477037586882,0.0101454953499518,0.0205143177412634,0.26899804205323,0.236791889829311,0.301138327067395,0.395984274141928,0.358058211740429,0.433999629950163,0.199787687956918,0.1663793344846,0.235922858981279,0.073441219712553,0.0531562495362621,0.0980457012238967,0.0412513553313192,0.0267417915854749,0.0597639797731816
United States of America,USA,Men,2010,28.7442758985354,28.473773398263,29.0153369972948,0.321613523383295,0.281995738073173,0.362629383266227,0.119653112660186,0.0927553858958208,0.150538763391386,0.00564701668082003,0.00343460377026824,0.00869355280744549,0.014337647519485,0.00976522429212905,0.0201117094511507,0.264254017778873,0.231075422058285,0.297528794684954,0.394147794737527,0.355339566630702,0.432485576025605,0.201960410723108,0.16745368683062,0.238805078651641,0.0760361671996667,0.0548726512433158,0.101857239853341,0.0436169454605193,0.0279631996771013,0.0636051925131967
United States of America,USA,Men,2011,28.7984133606452,28.5076570745627,29.0971224924723,0.328731410759596,0.287258909200842,0.371669529818187,0.124690123161766,0.0962019807155814,0.15757412504288,0.00551120597705076,0.00329161338764198,0.00862142220801531,0.0139450239201127,0.00937004529684205,0.0198917286791282,0.259589987000543,0.225466118928633,0.293510210355547,0.392222372442698,0.351622992434453,0.431959048975751,0.20404128759783,0.168114561652889,0.242061331087091,0.0786313449752651,0.0559753746063077,0.105449419651324,0.0460587781865013,0.0290239556158658,0.0675717391978185
United States of America,USA,Men,2012,28.8450115908121,28.5150536264601,29.1809927115865,0.33586462819826,0.292184391657767,0.380998257089801,0.129825015862456,0.0993823971621467,0.164935739854386,0.00538104960926314,0.00314629967141789,0.00859083925803155,0.0135656410970285,0.0089070027794356,0.0196947389618058,0.255003029189829,0.219383693289375,0.290386028225819,0.39018565200562,0.347469975295038,0.431602154676648,0.206039612335803,0.168237886868742,0.245529075913887,0.0812407830610385,0.0572237010407933,0.109952887820802,0.0485842328014176,0.0298769508751029,0.0721359630725581
United States of America,USA,Men,2013,28.8879947333493,28.5110200109721,29.2626068554544,0.34302340636281,0.296784236662319,0.390971243202026,0.135060754555436,0.102432623880388,0.172949781197247,0.005255464977758,0.00299756449755933,0.00860153061208416,0.0132015022291958,0.00848643685355164,0.0195070800579215,0.250477215829214,0.213217560141461,0.288114197818742,0.388042410701022,0.342916140283278,0.432003810561045,0.207962651807374,0.167409056565211,0.249794302525439,0.0838627033479436,0.0580579964699268,0.115026001147483,0.0511980512074921,0.0305727621726101,0.0772842222854647
United States of America,USA,Men,2014,28.9293972353463,28.485845656063,29.3640612479399,0.350211971586429,0.301412841760379,0.400916319046413,0.140411707556086,0.104812763888279,0.181461063658698,0.00513516391309735,0.00282449468897383,0.00859589237763942,0.0128493013646486,0.00807158128973228,0.0193918430969056,0.245988460034538,0.207070913788242,0.285916675331123,0.385815103201288,0.338066040629189,0.433026635356329,0.209800264030343,0.166718964233305,0.254402186884102,0.0865140809155403,0.0589542773677621,0.120348921050492,0.0538976266405454,0.0314166940762399,0.0829509246317326
United States of America,USA,Men,2015,28.9711722277527,28.4629160430958,29.4668721715698,0.357449408569233,0.305905352412581,0.411776124703805,0.145906888841274,0.107385330259765,0.190917050899522,0.0050203320232353,0.00267552409236831,0.00865584773453397,0.0125080082661864,0.00766615257850744,0.0192129645296079,0.241532273680874,0.200539023948618,0.283513601930946,0.383489977560472,0.332600442221289,0.433872614365476,0.211542519727958,0.165409418370013,0.258862192191859,0.0891990891791183,0.0591826321855271,0.125914745097168,0.0567077996621562,0.0320678909717741,0.08933229971304
United States of America,USA,Men,2016,29.0132202209995,28.423531798066,29.5782999600244,0.364743138016023,0.309271133443292,0.422942548783155,0.15153325970664,0.109286544047843,0.201118089754841,0.00491214492649652,0.00248043316840841,0.0087064884610604,0.0121780385406407,0.00723635253325311,0.0192021177474212,0.237115958504299,0.194123619821588,0.282052676069574,0.381050720112541,0.327199972258512,0.434252975825233,0.213209878309383,0.16368087400786,0.263009281274756,0.0919103957830682,0.0595108566914245,0.132336507434139,0.059622863923572,0.0322256805766861,0.0960591528004736
United States of America,USA,Women,1975,24.719590029787,24.1030209128937,25.3493795656534,0.138201455655954,0.0995742693678208,0.182193760058267,0.0392289083478988,0.0231009097147895,0.0609285380890916,0.0447516754845356,0.0249706393829288,0.0742604827778264,0.0859697355202281,0.0557055944038966,0.124343204259092,0.491453779190385,0.427488794694845,0.555631780017366,0.239623354248898,0.186746706754095,0.295564334724141,0.098972547308055,0.0638679105155798,0.140332066167179,0.0266013556960896,0.013316717285038,0.0455359512109592,0.0126275526518092,0.00516550943676194,0.0248838580617854
United States of America,USA,Women,1976,24.7939903307776,24.2301749931535,25.372747278692,0.14196107544953,0.104248485169474,0.184386173739439,0.0411554934866828,0.0251425025964311,0.062264775695941,0.0434387128337788,0.0249344146500383,0.0701581531086814,0.0845639958332258,0.0559529945530553,0.12049352005167,0.488314160262095,0.427653100873887,0.54974719892263,0.241722055721371,0.191210385399905,0.294999929965615,0.100805581962847,0.0669070283072622,0.140807904135789,0.0277289323780915,0.0144479970842177,0.0460696398751227,0.0134265611085913,0.00579334506463291,0.0255213693912639
United States of America,USA,Women,1977,24.8671500602464,24.3464968016965,25.4030001042575,0.145755195366132,0.108793193470256,0.186871643031256,0.0431505406058642,0.0272325149581653,0.0635637581666375,0.0421880371436345,0.0248434602951159,0.066446526496553,0.0832056186528919,0.0561251487431572,0.116727710583314,0.48512433842442,0.427422553063141,0.543558159679399,0.243726810512921,0.195359046250538,0.294539795853447,0.102604654760268,0.0696542224746302,0.140552854086484,0.0288829203883957,0.015530030492227,0.0468875659585871,0.0142676202174686,0.00655291276594021,0.0259157889632331
