Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=30 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m² upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m² (severe obesity),Prevalence of BMI>=35 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m² upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² (underweight),Prevalence of BMI<18.5 kg/m² lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m²,Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m²,Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m²,Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m²,Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m²,Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI >=40 kg/m² lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m² upper 95% uncertainty interval
United States of America,USA,Women,1978,24.9401493344899,24.4493976100213,25.4416402152788,0.149607902856953,0.11376010908012,0.188756456822515,0.0452260262445065,0.0293639645865987,0.0651675069177279,0.0409917492173032,0.0246562181199629,0.0632100136727164,0.0818931953372002,0.0562215011338139,0.113687175981177,0.481866820793653,0.427021952546484,0.537812126323289,0.245640331894891,0.199651537782081,0.294371205856196,0.104381876612446,0.0726867735609172,0.140853171604238,0.0300710695300121,0.0167656025013288,0.0477383555439195,0.0151549567144943,0.00732370057866554,0.0266941891753098
United States of America,USA,Women,1979,25.0143326123264,24.5472240996785,25.4984058590571,0.15354440917669,0.118735874039826,0.190865255682834,0.0473852389701973,0.0315588338201198,0.0667459863456005,0.0398445506020985,0.0244991264174802,0.0604149538444997,0.0806071543946477,0.0562191124314618,0.109892647606156,0.478511634861415,0.426975377054154,0.531862627246419,0.247492251065149,0.203770858030452,0.293882703067857,0.106159170206492,0.0753590622720517,0.140997600895484,0.0312924069776153,0.0180210342288808,0.0485840530598375,0.016092831992582,0.00815476602721232,0.0276827360089701
United States of America,USA,Women,1980,25.0917094980918,24.6359138388049,25.5625459434898,0.15759096098504,0.123187852587301,0.193998044803017,0.0496496281315471,0.0338579120129598,0.068671610202888,0.0387393941095817,0.02448016540183,0.0579096424994459,0.0793417621157838,0.056059667375299,0.107062894688896,0.475031526842948,0.425335940726081,0.526001295313055,0.249296356046647,0.207442202244901,0.29375780892052,0.107941332853493,0.0781705489326908,0.141408242088304,0.0325568849241035,0.0194439969306721,0.0495560505002329,0.0170927432074436,0.00895037508525639,0.0286280320267179
United States of America,USA,Women,1981,25.1751939987581,24.7209024615046,25.6294182146328,0.161873172919194,0.128290809344177,0.197769781053925,0.052078574863378,0.0362565724160754,0.0710776389992908,0.0376435692133755,0.0241370780805218,0.0555448790959237,0.0780513791461322,0.0558769407340969,0.104161464773715,0.471345919462057,0.423242965816859,0.520054514414869,0.251085959359241,0.210675071774637,0.29382477540929,0.109794598055816,0.0807665588426761,0.142564224107047,0.0338995133976833,0.0207303319615279,0.050505749913518,0.0181790614656947,0.00987063179762768,0.0296890533294806
United States of America,USA,Women,1982,25.2651046794379,24.8187574149392,25.7010477308783,0.166379671650787,0.133121681351344,0.200945844056237,0.0546712774087083,0.0388486768478746,0.0734996271515614,0.0365623564775082,0.0237649607686056,0.0534448277749718,0.0767439931771794,0.0554833932870374,0.101518483143573,0.467468944757285,0.420711394511244,0.514225438485537,0.25284503403724,0.214028313800276,0.293994773613373,0.111708394242079,0.0833290316660423,0.143758384170188,0.0353170521315139,0.0222310105778964,0.0518856315251588,0.0193542252771944,0.0108452433671502,0.030992960566516
United States of America,USA,Women,1983,25.3610730544047,24.9153842210161,25.7920626635152,0.171095189458643,0.138522538374695,0.204789582753303,0.0574279528163622,0.0414129592694024,0.076459272455187,0.0354989542316802,0.0233724271320714,0.0512327959969223,0.0754209513647216,0.0550079948445215,0.0992758310896553,0.463418576851296,0.418565427488716,0.508644149404304,0.254566328193659,0.216871634058079,0.294050129592867,0.113667236642281,0.0859309312658137,0.144964732815417,0.036812172383611,0.0236035092975742,0.0533384129777646,0.0206157804327512,0.0118661634789499,0.0324010774003281
United States of America,USA,Women,1984,25.4629279449233,25.0159915103978,25.8925382857969,0.176017734705423,0.143337010516328,0.208739810354284,0.0603508303929021,0.044018370687355,0.0796660849834931,0.0344569015410469,0.0229171554974184,0.049569526672336,0.0740845971771802,0.0545219558270595,0.0971071072139407,0.459188065850135,0.416216175537057,0.502476628783365,0.256252700826214,0.219401038639576,0.294761984093125,0.115666904312521,0.0881805738423852,0.146756776517397,0.0383860198393562,0.0251716506386399,0.0547759565835096,0.0219648105535459,0.0128345537016417,0.0339002622356438
United States of America,USA,Women,1985,25.569690965117,25.1253733387132,25.9954667505114,0.181131398880003,0.149076911397974,0.213825612883621,0.0634354291114184,0.0468247830506109,0.0829866702332683,0.0334453992801351,0.0223899531449196,0.047653016669475,0.0727478327043324,0.0537726194194327,0.095123243057641,0.454780333727339,0.412889431650652,0.496528511869964,0.257895035508191,0.221821733448109,0.295653736891116,0.117695969768584,0.0903137879954978,0.148202441455044,0.0400304697282102,0.0266309455691192,0.0567454101887614,0.0234049593832082,0.0139372204011289,0.0356155633718186
United States of America,USA,Women,1986,25.6807834178584,25.2483005293984,26.1061928089447,0.186445608299979,0.154186181991968,0.219105941326967,0.0666842126535322,0.0496687765227823,0.0863334990353214,0.0324642616911852,0.0217734826209069,0.0459027585993287,0.0714247241179048,0.0529301471423565,0.0929891040320293,0.450195188147055,0.409562643475327,0.490412486059547,0.259470217843876,0.224154826737033,0.295993995242642,0.119761395646447,0.0926481386717828,0.149974091270155,0.0417475658933499,0.0282775066286651,0.0584504386387866,0.0249366467601823,0.0151770503284138,0.0373634308292649
United States of America,USA,Women,1987,25.796413620836,25.3674891696529,26.2136368487217,0.19193155857182,0.159881592595908,0.22470306815968,0.0700931968140052,0.0528844986064387,0.0900875587764748,0.0315141139214149,0.0211498477993918,0.0441729390651313,0.0701286222263343,0.0521979471153216,0.0909847896012494,0.44544585696515,0.405522256392215,0.484404140202865,0.260979848415281,0.225818002761707,0.296266931233849,0.121838361757815,0.0947877574443005,0.152000998032125,0.0435358554789865,0.0297245161740131,0.060300359636229,0.0265573413350188,0.0163458955936717,0.0393934775314109
United States of America,USA,Women,1988,25.9161828846761,25.4962439137638,26.3210730676265,0.197590450538196,0.165987181129729,0.230240802602774,0.0736543684775034,0.0561363904862115,0.0940403647850304,0.0305964909925384,0.0205641642343412,0.0429835911847327,0.0688400124566756,0.0514068388676328,0.0891903399980628,0.440548586377325,0.401049546218079,0.478669066498771,0.262424459735265,0.227895067081131,0.296877332007309,0.123936082060692,0.0973237161380086,0.153791023905113,0.0453910171390882,0.0312106703672865,0.0623497925670053,0.0282633513384152,0.0176835576176628,0.0414283454481826
United States of America,USA,Women,1989,26.0397257873898,25.6272764888617,26.4391441799132,0.203387602684828,0.171811025553348,0.236517539300859,0.0773553107878536,0.0590398087548871,0.0982000588146949,0.0297179921318796,0.0200278953619977,0.0417373465157942,0.067564382001743,0.0504693724196295,0.087603390944765,0.435537863370671,0.396841282077584,0.472915921908533,0.263792159910879,0.230080169473501,0.298062492460122,0.126032291896974,0.099298925090153,0.155780151881966,0.0473082553724796,0.0327518565716595,0.0644553225167,0.0300470554153739,0.0190913224392911,0.0434385364333247
United States of America,USA,Women,1990,26.167176581112,25.7693852848847,26.5510437705164,0.209333077868263,0.177908867877846,0.242566896476037,0.0812029480736477,0.0624562564024064,0.102684823219118,0.0288652844074268,0.0194493239196071,0.0405042855042004,0.0663125888593233,0.049499831574656,0.0857020801737062,0.430421027260617,0.392354556222825,0.46732688731394,0.26506802170437,0.231339941581043,0.299012150549298,0.128130129794615,0.101278277595963,0.15754855352399,0.0492840841170655,0.0344038593754289,0.0667763887174148,0.0319188639565821,0.0205595146166001,0.0458657574546342
United States of America,USA,Women,1991,26.3002097013743,25.919339371463,26.6688857191915,0.215547318864253,0.184043272779848,0.249028929491455,0.0852569550531685,0.0659254286093744,0.107079391099533,0.0280281911736823,0.0189258326248008,0.0393552773556826,0.0650406780346732,0.0487970199239758,0.0840696652390116,0.425091657649157,0.387118976376107,0.461480149947242,0.266292154378235,0.23333317206184,0.300308602516054,0.130290363811084,0.103177752101367,0.159858840883398,0.0513523420873996,0.0360332934328381,0.06912607680675,0.033904612965769,0.0220938216209004,0.0485913206147449
United States of America,USA,Women,1992,26.4378215950372,26.070770191379,26.7978275605572,0.222003518240397,0.190322015023268,0.255379549261836,0.089500690985568,0.0694850429569179,0.11200097787031,0.02720808895167,0.018353341259355,0.0382250946441795,0.0637566160163924,0.0479567509505911,0.0823175704020661,0.419594868413275,0.382332807329118,0.455566440567233,0.267436908478266,0.234828519981265,0.301338522698206,0.132502827254829,0.105704042324309,0.161841367182009,0.0534994154725226,0.0378295009435834,0.0716528452412114,0.0360012755130454,0.0236397154411063,0.0511181667077208
United States of America,USA,Women,1993,26.5791744279481,26.2260228617505,26.9248462508777,0.228674923251422,0.196603897868138,0.261884539730328,0.0939242178739592,0.0732228788971796,0.116981034642852,0.0264057322480912,0.0178186487751657,0.0369932206508553,0.0624716755407565,0.0470610260495399,0.0804508287208496,0.413941953620612,0.37667371029728,0.449145099701367,0.268505715439119,0.236117755043566,0.302011949606548,0.134750705377463,0.107936135774951,0.163930211092167,0.0557249007529408,0.0396844626236099,0.0741283460360799,0.0381993171210184,0.0252468396463819,0.0538865873700193
United States of America,USA,Women,1994,26.723087146015,26.3841517619141,27.0570493444523,0.235549407775401,0.203771866749843,0.268864481624099,0.09851851859884,0.0771985423046441,0.12221735248912,0.0256293957710331,0.0172701171579687,0.035902811377694,0.0611913275138706,0.0460568388155794,0.0790429619471818,0.408152901912238,0.372142535228551,0.443252814814023,0.269476967127457,0.237169973793092,0.30252913142751,0.137030889176561,0.11012976931991,0.166780993861133,0.0580162229859948,0.0416392410528346,0.0768851550903361,0.0405022956128453,0.0270216735882699,0.0566173114729417
United States of America,USA,Women,1995,26.8686295215019,26.5393475278795,27.1894142169558,0.24259385517503,0.210763732608803,0.276435114246323,0.10326911527567,0.0813315405711086,0.127598354516711,0.0248818747348563,0.0168011609049731,0.0348345048611238,0.0599110542394434,0.0451098232112759,0.0772074967101078,0.402273500132788,0.367069891493768,0.437066109265706,0.270339715817882,0.23831009360813,0.303287136438344,0.139324739899359,0.112435954788873,0.169353235248586,0.0603645539855366,0.0435995161282911,0.0796904373164114,0.0429045612901338,0.0288772417504035,0.0596543867088744
United States of America,USA,Women,1996,27.0147797963771,26.7024010588092,27.3198769815027,0.249734036285103,0.217626713096734,0.283505567188075,0.108147160016698,0.0857842181698571,0.132982974188129,0.0241731105015905,0.0163322999375209,0.0337938741608986,0.0586527155871592,0.0442818988904737,0.0754617700016965,0.396353041704314,0.361780249622187,0.430349452888748,0.271087096021834,0.239394662919702,0.303754069962451,0.141586876268405,0.114871913751933,0.171667884342901,0.0627513707080865,0.0456378527065538,0.0821423380907631,0.0453957893086111,0.0311124483194883,0.0626845853065793
United States of America,USA,Women,1997,27.1603817484639,26.8648389001928,27.4538689161016,0.25696100489131,0.22461392379146,0.290382243543501,0.113125190586151,0.0902440871927282,0.138577009019276,0.023499717020956,0.0158741650937436,0.0329549345625069,0.0574307901651439,0.0434547703551785,0.0736751239869959,0.390400515547071,0.356548566330899,0.424296619007356,0.271707972475518,0.240348381020395,0.303950554032269,0.143835814305159,0.117041998865231,0.173519206852901,0.0651669598590015,0.0476133806796706,0.0848680009333335,0.0479582307271499,0.0330566829619678,0.0661057403880988
United States of America,USA,Women,1998,27.3039023317268,27.01663014613,27.585783804086,0.264217028039206,0.232397958369346,0.29786716761482,0.118171615218492,0.094743324696096,0.144177561476881,0.0228617494606746,0.0154445509249744,0.03190679131798,0.0562335242171101,0.0424976803247335,0.0720690998427905,0.384474132415666,0.351227772733587,0.418037271513993,0.272213565967343,0.241478697905768,0.304186712885167,0.146045412820714,0.119089313885608,0.175797285135288,0.0675963598210651,0.049587736268541,0.0877728155153839,0.0505752553974267,0.0351284661813353,0.0692395806432022
United States of America,USA,Women,1999,27.4447862518892,27.166957571665,27.7217850923565,0.271497053855123,0.239211246744612,0.304985756125409,0.12328065080851,0.0992246782397207,0.14969217087391,0.0222655033427603,0.015101596159847,0.030992983243368,0.0550663029374424,0.0416906660704119,0.0704990561841035,0.378568818250018,0.345858469329969,0.411478479400692,0.272602321714656,0.242426343993137,0.304371152664272,0.148216403046613,0.121113734852883,0.177884650293653,0.0700313152960609,0.0517652388177561,0.0903053307769789,0.0532493355124487,0.0372247131909105,0.0724428934923516
United States of America,USA,Women,2000,27.5817046601616,27.3108513120253,27.8534336067855,0.278757091971262,0.246313872692505,0.312378866695167,0.128426060190446,0.103726158997137,0.155222256417329,0.0217126819422102,0.0147454375385409,0.0302420037349528,0.0539361131239297,0.0409625332707837,0.0690962971588572,0.3727086836653,0.340393058163458,0.405271280146981,0.272885429397298,0.242980733233131,0.304145939363252,0.150331031780816,0.123291517484206,0.179836989836581,0.0724637905573864,0.0538596145117471,0.09342043564825,0.0559622696330594,0.039480495512241,0.0755320366676526
United States of America,USA,Women,2001,27.7119481194202,27.4446495330075,27.9817444880285,0.28587956914743,0.253118683425168,0.31899962564947,0.133530847774003,0.108115432035256,0.160336009324796,0.0212061834799445,0.0144526015762468,0.0295014853930658,0.052868586633864,0.0401654574744796,0.0677018843173899,0.367003022644044,0.335043729738628,0.399142081961183,0.273042638194717,0.243325133898591,0.30407705429692,0.152348721373427,0.12480087958254,0.18143228224253,0.0748495381092334,0.0557492973128734,0.0962701180647242,0.0586813096647697,0.0415268107580955,0.0788040901545691
United States of America,USA,Women,2002,27.8355781386034,27.5701715792742,28.0998847047549,0.292857521039103,0.259969591973069,0.326036722718074,0.138585551031382,0.112624695334719,0.165948460628267,0.0207411707368307,0.0141823596174715,0.028775399244016,0.0518611699901845,0.0394422921935049,0.0661606546435195,0.361446898996946,0.32969916028371,0.393066722922912,0.273093239336936,0.2436245058826,0.303881576750151,0.15427197000772,0.12695283244536,0.183461039783878,0.0771775890948141,0.0577631724735558,0.0988350990475965,0.061407961936568,0.0437401392884477,0.0820555378381485
United States of America,USA,Women,2003,27.9516701468894,27.6889107918956,28.2152790211038,0.299708732631825,0.266963329713024,0.332724462139904,0.143604192539837,0.116801550126122,0.171842085468925,0.0203108896688303,0.0138806952458423,0.0280915492957909,0.0509090773267904,0.0387751794038058,0.0650107841595595,0.35603335106678,0.324711119444035,0.387210736688411,0.273037949405775,0.243502943286668,0.303853214318511,0.156104540091988,0.128861836788071,0.185517831666454,0.079469841213326,0.0597591399972855,0.101538638780749,0.0641343513265108,0.0460606397431436,0.0851492314184501
United States of America,USA,Women,2004,28.061047251003,27.800575282263,28.3219690144901,0.306411741898275,0.273502132162127,0.339860244174417,0.148563632145515,0.121308768050778,0.177676552875667,0.0199157289596623,0.0136552809722475,0.0275810895399087,0.050002725153097,0.0380654530997034,0.0639209211540225,0.350769028072247,0.319267205017894,0.381879167675214,0.272900776016719,0.243775683398551,0.303459838111519,0.15784810975276,0.130067978745436,0.187367525838472,0.0817168234321935,0.0618062119379546,0.104214827419829,0.0668468087133217,0.048241936666423,0.0886662322650816
United States of America,USA,Women,2005,28.1648336340025,27.9045080199101,28.4308993888464,0.312997336035587,0.279439929468773,0.34672058837557,0.15347868834906,0.125524298191287,0.183098810180954,0.0195529760140411,0.013394652506495,0.0272081621621582,0.0491385892736603,0.0373296366957037,0.0628885513983636,0.345637116556755,0.314445167298244,0.376288660478217,0.272673982219957,0.243850957338238,0.303187892584761,0.159518647686527,0.131356562670164,0.189348006009161,0.0839172763311005,0.0634752996014355,0.106859104614723,0.0695614120179594,0.0502478111571161,0.0918600302658654
United States of America,USA,Women,2006,28.2636417849492,27.9981075268287,28.5305287995649,0.319473783384559,0.285269489375783,0.353920338787868,0.158363283500524,0.129828305106193,0.188110481601691,0.0192165515981632,0.0131297691218633,0.026945631261336,0.0483113017560569,0.0366887653031478,0.0617551921730836,0.340626355534065,0.308877580946275,0.371172369042893,0.272372007827156,0.243673949732845,0.302430886794813,0.161110499884034,0.13263233003628,0.191562686605829,0.0860871212839764,0.065133156335735,0.109784292231441,0.072276162216548,0.0523525928402954,0.0954751027105585
United States of America,USA,Women,2007,28.3586035204241,28.0790304231567,28.6389001471563,0.32586288591031,0.291114202528001,0.360645088260926,0.163233839161814,0.133957455724653,0.193594908882723,0.0189003981845552,0.0129121546556496,0.0265405214610913,0.0475156153296687,0.0358845598153632,0.0609246690935841,0.335711262701658,0.303708638541749,0.366621810620284,0.272009837973808,0.243016060769488,0.30224328413656,0.162629046748496,0.133984284323784,0.193739663339919,0.0882232595518319,0.0666057891036186,0.112518210859685,0.0750105796099817,0.0542946345011285,0.0991091315032825
United States of America,USA,Women,2008,28.4496082919679,28.1593416773884,28.744025346411,0.332174564157424,0.29638130015261,0.368199578384687,0.168090533286663,0.137791130652716,0.199904983257387,0.0186068809257395,0.0126185616765526,0.0262010279946672,0.046753928019976,0.0351795160157783,0.0603687412473605,0.330890403280374,0.298167070057469,0.362938563745845,0.271574223716486,0.242201623985284,0.302200848588044,0.164084030870762,0.135398413732581,0.196346518482778,0.0903341141265989,0.068087008118859,0.115199580352313,0.0777564191600636,0.0559575399880951,0.102768274459576
United States of America,USA,Women,2009,28.5371162011078,28.2339579229216,28.8483331365318,0.338432130439704,0.30142751473917,0.375532798665541,0.172940125537698,0.141269838676832,0.206340187986203,0.0183315499087315,0.0123404802391495,0.0260697403837821,0.0460183461101163,0.0343398986795532,0.0597494290136635,0.326139200087014,0.292890273680626,0.359217874267392,0.271078773554434,0.240622162247651,0.30263245642596,0.165492004902006,0.135890722403163,0.198547214726541,0.0924296734889042,0.0695365277074075,0.118086532967612,0.0805104520487937,0.0576376765890243,0.106642741414213
United States of America,USA,Women,2010,28.6201206219825,28.2959023295509,28.9503216891835,0.344648011424879,0.306149870494601,0.382980727897994,0.177796457609341,0.144534490228704,0.212931609824127,0.0180697080589055,0.0119377881330434,0.0260686723147865,0.0453052318532201,0.0332490380244049,0.05913470114467,0.321450939306354,0.286377682011027,0.355978666381047,0.270526109456641,0.239459181347369,0.303385125321972,0.166851553815538,0.136290462417829,0.200890540552861,0.0945143911397082,0.0706068284891459,0.121347507417969,0.0832820664696327,0.0591631317877458,0.111161786324093
United States of America,USA,Women,2011,28.6982619095578,28.3448601700044,29.0583567023653,0.350848165348738,0.309983334469004,0.391132325618787,0.182683379712002,0.14741697660584,0.219911768578656,0.0178180845985598,0.011632788912936,0.026202806539606,0.044613910119788,0.0324958061109439,0.0589201826931538,0.31679576701281,0.280654636712106,0.353220229303646,0.269924073020105,0.237439468229507,0.304377077119326,0.168164785636736,0.136507978811237,0.203383143354945,0.0965826665738693,0.0717953595113574,0.124743696522229,0.0861007131381327,0.0605055294394347,0.115956264384099
United States of America,USA,Women,2012,28.7737199645197,28.3835054252021,29.1725349904401,0.357014794259381,0.313917386912012,0.399467263009661,0.187592931338904,0.150470784895019,0.227105424751792,0.0175790000590614,0.0112706260685765,0.0261457191285666,0.0439447257386281,0.0314998422402623,0.0589038276100701,0.312185422927222,0.274320818808041,0.350431128696684,0.269276057115708,0.234841471378546,0.305581091917815,0.169421862920477,0.136372447592829,0.206239807225144,0.0986370182463041,0.0720936983263036,0.128586867148146,0.0889559130926002,0.0617254665776145,0.120925174298022
United States of America,USA,Women,2013,28.8484015690153,28.4163037031384,29.2911008131179,0.363170379369988,0.316803737781629,0.408905357279378,0.192545419508127,0.153065390008196,0.234537557126012,0.0173510390650923,0.010880681514316,0.0262950375034502,0.0432951267142851,0.0303697791518243,0.0590664950399193,0.307612176738103,0.267796643183,0.348013472553378,0.268571278212532,0.232494040877073,0.307041260733887,0.170624959861862,0.135781326963082,0.209250336841267,0.100695701713885,0.0726187846492805,0.132728979603008,0.0918497177942414,0.062755036594215,0.12619249093321
United States of America,USA,Women,2014,28.9227504086774,28.4470260431116,29.4221038866166,0.369330012099493,0.320709289487862,0.418298909150111,0.197537615637619,0.155757476615622,0.242426071414655,0.0171340780567207,0.0104665396192063,0.0265283684858917,0.0426667789807805,0.029358622440988,0.0591623981247198,0.303066717669674,0.261438701947842,0.346439544691522,0.267802413293331,0.229788648037504,0.308887118484209,0.171792396461875,0.135054130848156,0.212931091216201,0.102759582950859,0.072617814290732,0.136951602573636,0.0947780326867594,0.063008366323986,0.132670384829153
United States of America,USA,Women,2015,28.9966565425055,28.4529722313016,29.554971519741,0.375474907442656,0.323847395194996,0.427264495650149,0.202552575242798,0.157647851440702,0.250848777150485,0.0169277900070351,0.0100339972143256,0.0268829079155999,0.0420532782365411,0.0282856023494524,0.0593180077969361,0.298558314695795,0.254651499997385,0.344816930310766,0.266985709717973,0.226699735018833,0.310937372136059,0.172922332199858,0.133998139313193,0.21635599736662,0.104820236568448,0.0726746374742627,0.141460066074106,0.0977323386743502,0.0630061541349011,0.138500701446554
United States of America,USA,Women,2016,29.0707058941408,28.4536864652638,29.6984586493573,0.381627333219757,0.327027371353843,0.436405167877693,0.207616312697853,0.159149941488515,0.259449196679284,0.0167301558415971,0.00961954223420949,0.0272790921089596,0.0414606292641887,0.0271496543432317,0.0596659834731235,0.29406331389674,0.247442867195184,0.343001146881862,0.266118567877717,0.222998219676536,0.312600692765212,0.174011020521904,0.132678793413057,0.219823503510437,0.106884234862146,0.0724964237655698,0.146205728960829,0.100732077835707,0.0631168394003877,0.144965093890247
