Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2010-10-27,90.37000274658203,40.68000030517578,43.97571563720703,70.86000061035156,78.22000122070312,84.30999755859375,23.290000915527344,30.594999313354492,35.91999816894531,,65.66999816894531,160.14999389648438,30.899999618530273,141.42999267578125,20.190000534057617,63.56999969482422,37.540000915527344,77.4800033569336,36.459999084472656,26.049999237060547,20.25749969482422,17.280000686645508,63.08000183105469,54.72999954223633,74.45999908447266,35.93000030517578,32.5099983215332,19.979999542236328,53.869998931884766,33.95000076293945
2010-10-28,85.06999969482422,41.220001220703125,43.605712890625,71.2699966430664,77.73999786376953,84.44000244140625,23.190000534057617,30.604999542236328,36.5099983215332,,66.22000122070312,163.24000549316406,31.190000534057617,140.89999389648438,20.469999313354492,63.560001373291016,37.5099983215332,77.4800033569336,36.939998626708984,26.280000686645508,20.27750015258789,17.56999969482422,63.189998626708984,54.7400016784668,74.69999694824219,36.25,32.40999984741211,19.112499237060547,54.08000183105469,34.13999938964844
2010-10-29,84.22000122070312,41.459999084472656,42.99714279174805,70.63999938964844,78.5999984741211,82.5999984741211,22.860000610351562,30.65999984741211,36.130001068115234,,66.48999786376953,161.1300048828125,30.899999618530273,143.60000610351562,20.049999237060547,63.7400016784668,37.630001068115234,77.7699966430664,36.310001373291016,26.670000076293945,20.360000610351562,17.420000076293945,63.56999969482422,55.20000076293945,74.7699966430664,36.04999923706055,32.47999954223633,19.540000915527344,54.16999816894531,33.880001068115234
2010-11-01,83.9800033569336,41.560001373291016,43.45428466796875,70.4800033569336,79.2699966430664,81.44999694824219,22.920000076293945,30.854999542236328,36.029998779296875,,66.94999694824219,161.57000732421875,30.709999084472656,143.32000732421875,20.56999969482422,63.689998626708984,37.41999816894531,77.87999725341797,36.25,26.950000762939453,20.274999618530273,17.6200008392334,63.619998931884766,55.77000045776367,74.63999938964844,36.11000061035156,32.400001525878906,19.329999923706055,54.310001373291016,34.04999923706055
2010-11-02,84.80000305175781,42.38999938964844,44.19428634643555,69.77999877929688,79.75,82.1500015258789,23.170000076293945,30.93000030517578,36.11000061035156,,67.83999633789062,162.82000732421875,31.510000228881836,143.83999633789062,20.34000015258789,63.880001068115234,36.959999084472656,78.4000015258789,36.61000061035156,27.389999389648438,20.4375,17.450000762939453,64.0199966430664,55.52000045776367,75.25,37.0,32.79999923706055,19.604999542236328,54.790000915527344,34.4900016784668
2010-11-03,85.30000305175781,42.06999969482422,44.68571472167969,68.94000244140625,79.87999725341797,82.69999694824219,23.709999084472656,30.975000381469727,36.290000915527344,,67.97000122070312,162.6300048828125,31.459999084472656,144.1699981689453,20.479999542236328,64.19000244140625,37.720001220703125,78.5,36.5099983215332,27.030000686645508,20.457500457763672,17.59000015258789,64.30999755859375,55.90999984741211,75.05000305175781,36.65999984741211,32.9900016784668,19.75,54.90999984741211,35.18000030517578
2010-11-04,87.04000091552734,43.72999954223633,45.46714401245117,70.8499984741211,83.18000030517578,85.13999938964844,24.209999084472656,31.225000381469727,37.029998779296875,,69.37999725341797,166.38999938964844,31.940000534057617,146.7899932861328,20.969999313354492,64.76000213623047,39.79999923706055,79.18000030517578,36.650001525878906,27.139999389648438,20.852500915527344,17.3799991607666,65.0,57.2400016784668,76.23999786376953,36.79999923706055,33.52000045776367,19.997499465942383,55.36000061035156,35.95000076293945
2010-11-05,86.33999633789062,44.06999969482422,45.30428695678711,71.2699966430664,83.54000091552734,84.9800033569336,24.260000228881836,31.290000915527344,37.20000076293945,,70.0,171.07000732421875,31.920000076293945,146.9199981689453,21.239999771118164,64.6500015258789,40.939998626708984,79.30000305175781,35.70000076293945,26.850000381469727,21.02750015258789,17.18000030517578,65.0,57.439998626708984,76.75,36.86000061035156,33.43000030517578,19.950000762939453,55.20000076293945,35.13999938964844
2010-11-08,85.86000061035156,43.900001525878906,45.51714324951172,70.20999908447266,83.12000274658203,84.80000305175781,24.389999389648438,31.229999542236328,37.060001373291016,,70.31999969482422,169.1999969482422,31.489999771118164,146.4600067138672,21.229999542236328,64.33000183105469,40.5099983215332,79.30999755859375,35.619998931884766,26.809999465942383,20.90250015258789,17.049999237060547,64.75,56.58000183105469,76.62999725341797,37.119998931884766,33.16999816894531,19.677499771118164,54.90999984741211,35.09000015258789
2010-11-09,85.30000305175781,43.36000061035156,45.1542854309082,69.25,81.91000366210938,83.55999755859375,24.350000381469727,31.31999969482422,36.86000061035156,,70.62999725341797,166.5500030517578,31.469999313354492,146.13999938964844,21.15999984741211,64.30999755859375,39.900001525878906,79.0999984741211,35.04999923706055,26.950000762939453,20.799999237060547,16.989999771118164,64.80999755859375,56.58000183105469,76.69000244140625,36.97999954223633,33.0099983215332,19.579999923706055,55.04999923706055,35.2400016784668
